situation,relationship,personA,personB,state,logit_schrecklich,prob_schrecklich,logprob_schrecklich,logit_gut,prob_gut,logprob_gut,logit_großartig,prob_großartig,logprob_großartig,logit_schlecht,prob_schlecht,logprob_schlecht,logit_okay,prob_okay,logprob_okay,pred_top1
Kuchen,gefürchtete Chefin,Luisa,Katharina,4,-8.649193891211267,0.00017700634101536474,-8.639324436135228,-0.1836958003500763,0.840442357047457,-0.17382691010640375,-1.880980989093869,0.15395235632168708,-1.8711120983196297,-6.8209764357014695,0.001101472293377287,-6.81110745478921,-5.452794082210428,0.004326807996463386,-5.442925168974015,gut
Kuchen,gefürchtete Chefin,Sophie,Katharina,5,-8.945944158200684,0.0001337406922875084,-8.919607017268143,-5.8487718408360765,0.002960386491791104,-5.82243541383947,-0.02955317037741742,0.9967883911242413,-0.003216777059860607,-9.076013009153144,0.00011742900544860255,-9.04967576435791,-16.785248071457413,5.268623145539186e-08,-16.75701544813036,großartig
Lied,enge Freundin,Miriam,Katharina,1,-4.093471409053334,0.01674789477382707,-4.089482707783854,-6.786330816166699,0.0011336167192719287,-6.782342032654886,-6.700323878754246,0.0012354312452014223,-6.696335102512273,-0.024354405536320536,0.979840270156753,-0.020365710135682502,-6.869846937077344,0.0010427871049464939,-6.865858145881916,schlecht
Lied,enge Freundin,Sophie,Miriam,2,-5.377888042281818,0.004686523892044831,-5.363064124395803,-4.214198441476409,0.015004958813756875,-4.199374538263707,-5.667125134419348,0.003509431438806385,-5.652301209376466,-0.138574270893293,0.8836003826793969,-0.12375037423188116,-2.387845368356292,0.0931987031759949,-2.3730214707350776,schlecht
Lied,enge Freundin,Luisa,Sophie,3,-8.129552009309247,0.0003038405752477116,-8.099007088523518,-2.5119353657559254,0.0836268386365616,-2.4813907728943194,-5.311879339988236,0.005085638213441934,-5.281334728659203,-2.389421928561695,0.09452628482176496,-2.3588773358379704,-0.23332513626373808,0.8164573977529839,-0.20278054447543983,okay
Lied,enge Freundin,Katharina,Luisa,4,-10.152965287933954,3.959210179413973e-05,-10.136878383486403,-0.8584948675926066,0.43067114321564337,-0.8424104886659577,-0.5806810953302874,0.5685894031741249,-0.5645967164599605,-8.528183025349962,0.00020102150880392302,-8.512098149196428,-7.619309534340654,0.0004988399996336153,-7.603224955181142,großartig
Lied,enge Freundin,Miriam,Sophie,5,-11.125470144225652,1.4952019658159774e-05,-11.11065748502336,-7.831164464168775,0.0004030868570731978,-7.816358244918352,-0.015234653693958548,0.999571409342232,-0.000428682428952128,-11.475552045542017,1.053564725162999e-05,-11.460736582836283,-17.957156285457838,1.6133785034254755e-08,-17.936171270394325,großartig
Lied,entfernte Kollegin,Luisa,Miriam,1,-3.929420851989509,0.0197383943848728,-3.9251895813710007,-6.681340396146281,0.001259413515091373,-6.677109051192005,-7.0149612353446615,0.0009021498058731695,-7.010729858946092,-0.027464642672331677,0.9770344396804127,-0.0232333770177407,-6.848446070889933,0.001065602613749996,-6.844214711494083,schlecht
Lied,entfernte Kollegin,Anna,Sophie,2,-5.633982194315996,0.003604334890163138,-5.625617994009766,-5.790118412572605,0.003083301809849581,-5.781754207577982,-7.3729052022236505,0.0006333160130536792,-7.364540871762748,-0.0987341112242803,0.9135931493211441,-0.09036993855296173,-2.5455848737542452,0.07908589796578946,-2.5372206999279365,schlecht
Lied,entfernte Kollegin,Sophie,Miriam,3,-8.447936516659603,0.00022236088696283793,-8.411208429308004,-1.3316520366308153,0.2739185720670516,-1.2949243986334245,-4.150489883978103,0.01634616041295143,-4.113762240228139,-3.2727277644194537,0.03932085942333069,-3.2360001242439553,-0.43691860767573726,0.6701920472097034,-0.4001909698942073,okay
Lied,entfernte Kollegin,Katharina,Luisa,4,-10.613905869976255,2.4928765631799204e-05,-10.599484163598069,-0.9613802314546137,0.3879175210775432,-0.9469625362406618,-0.5060962843374754,0.6115989086288581,-0.49167858921780444,-8.810678445389128,0.00015129775876990837,-8.796260089484857,-8.10196136243606,0.00030734376919698244,-8.087543342111385,großartig
Lied,entfernte Kollegin,Sophie,Luisa,5,-11.85154976340861,7.230610885463817e-06,-11.837173202219962,-7.965867505349987,0.00035213188679144783,-7.9515044901713345,-0.01472644367392648,0.9996363536556262,-0.0003637123797030465,-12.376275598277992,4.278479506053317e-06,-12.36188949456765,-19.05732391861903,5.367190834199003e-09,-19.024500911076277,großartig
Lied,lockere Chefin,Miriam,Anna,1,-4.458120918795588,0.011601403581152633,-4.456629181194658,-8.839636250193395,0.00014509171166940903,-8.838143831993104,-8.804534444070013,0.00015027513433844413,-8.803042049642865,-0.013725090032216255,0.9878411623104263,-0.012233360949701516,-8.248401089365759,0.00026206726241305336,-8.246908978803122,schlecht
Lied,lockere Chefin,Katharina,Sophie,2,-5.60988736950526,0.0036811988204815075,-5.6045167862514065,-5.719474261483108,0.003299106167953501,-5.714103675083078,-7.544068159915223,0.0005320901629110809,-7.538697415888377,-0.06791809106693888,0.9393684088953829,-0.06254753487169354,-2.9405874664391627,0.05311919595327099,-2.935216908467813,schlecht
Lied,lockere Chefin,Luisa,Miriam,3,-7.909495206769761,0.00037752585302094417,-7.881871241913993,-1.5910385538026963,0.20941971106204438,-1.5634148533519052,-4.6947891486710605,0.009398873392997295,-4.667165438058206,-2.5118391791042773,0.08339095079754023,-2.4842154779318255,-0.3880012918398056,0.6974129388943971,-0.36037759172313744,okay
Lied,lockere Chefin,Katharina,Anna,4,-10.33178244627007,3.297841031180943e-05,-10.319654411294792,-0.36229906890985636,0.7045654380039593,-0.35017406607490037,-1.2426641908726013,0.29213501945857856,-1.2305391878372691,-8.068949277817394,0.00031693169670079065,-8.05682395959902,-5.838199718934271,0.002949632430449487,-5.826074682338717,gut
Lied,lockere Chefin,Luisa,Anna,5,-11.126377772116511,1.4895807687414921e-05,-11.114424034587936,-7.533140939916994,0.0005414856915167333,-7.521193730987086,-0.012514830964240624,0.9994323544603217,-0.000567806611345965,-11.406681313785187,1.1254592509671026e-05,-11.394725404310103,-18.489413541998292,9.447964478476861e-09,-18.46693784878709,großartig
Lied,gefürchtete Chefin,Sophie,Katharina,1,-4.591507348271409,0.010162399594730526,-4.589060674294136,-7.404807039385618,0.0006098116766607239,-7.402360211263501,-8.174959232493281,0.00028230780693056477,-8.172512214132977,-0.014343526600134469,0.9881736254001323,-0.011896862361859797,-7.169159837847532,0.0007718555215459539,-7.166713044152537,schlecht
Lied,gefürchtete Chefin,Sophie,Katharina,2,-5.879388694694429,0.0028205676566183226,-5.870817082162552,-4.443197068815227,0.01185950655925487,-4.434625483305152,-6.918619785144468,0.0009977096976695457,-6.9100481078368965,-0.12071774597131435,0.8939135855910003,-0.11214616878142535,-2.4119871231365164,0.09040863049545705,-2.403415544952406,schlecht
Lied,gefürchtete Chefin,Anna,Luisa,3,-6.704493996437034,0.001261956330958523,-6.675092039263733,-1.505361069517106,0.2285593896253406,-1.4759591911483232,-4.41198435226645,0.012493053934861723,-4.382582466330742,-2.0599047222894904,0.13126949642411953,-2.030502843596439,-0.49714230425831685,0.6264161036847196,-0.467740426167419,okay
Lied,gefürchtete Chefin,Anna,Katharina,4,-9.822089274593498,5.486603357363003e-05,-9.810614274591599,-0.2368054040812465,0.7982509744150192,-0.22533222657368548,-1.6411267685496227,0.19599745761900886,-1.629653590657125,-7.393640782261178,0.0006222506296163158,-7.382167444171955,-5.295010054960152,0.005074451302781906,-5.283536857871302,gut
Lied,gefürchtete Chefin,Anna,Katharina,5,-10.858337707456405,1.9503955143000017e-05,-10.844888157963153,-6.39227777001987,0.001697101729801257,-6.378833288754684,-0.015189633846348829,0.9982563104909197,-0.0017452114049740601,-10.531335432955375,2.704817532420345e-05,-10.517887313513947,-17.162994437195163,3.564881199182101e-08,-17.14674879935657,großartig
Film,enge Freundin,Anna,Miriam,1,-3.857560812995419,0.021169988252979697,-3.8551707440018017,-7.682329236273891,0.00046200300064365413,-7.679938955555156,-8.082877825838514,0.0003095200266197894,-8.080487438487745,-0.025868285114390027,0.9767952482128429,-0.023478220742065667,-6.676465092902309,0.0012632405069139077,-6.674074949470874,schlecht
Film,enge Freundin,Sophie,Miriam,2,-5.333495067555115,0.004878090890634855,-5.3230013260957,-4.686681620239562,0.009314453930173501,-4.676187888543968,-6.929134053294177,0.0009891739744729848,-6.91864023124014,-0.20482234234206256,0.8233872771387596,-0.19432862126102093,-1.8341711679690544,0.16143100406595906,-1.8236774463900025,schlecht
Film,enge Freundin,Miriam,Anna,3,-8.074479753831051,0.0003185529630593263,-8.051721493816784,-2.4055597270654405,0.09229163398436432,-2.382801779887142,-5.752594360597889,0.003247608451801891,-5.729836383711223,-2.7662938002983153,0.0643424387231601,-2.7435358526493547,-0.19734973561036237,0.8397997658776143,-0.17459178939650988,okay
Film,enge Freundin,Sophie,Luisa,4,-9.734667608948643,6.0006991107297755e-05,-9.721047817603855,-0.4146706712295945,0.6696148742919679,-0.40105254620657044,-1.1254735350360845,0.3289480609401139,-1.1118554098584006,-8.679939065315546,0.0001722918114628092,-8.666320360031394,-6.735088075404399,0.0012047659653481135,-6.721469867527046,gut
Film,enge Freundin,Sophie,Luisa,5,-10.322040401366097,3.335592209846832e-05,-10.308272229236207,-7.496939731019168,0.0005624689885606804,-7.483174379065608,-0.01437261973446404,0.9993927388892394,-0.0006074454684079181,-11.393328014283158,1.1426642816788831e-05,-11.379554088678614,-18.47972734011951,9.557284809618248e-09,-18.455553303840013,großartig
Film,entfernte Kollegin,Katharina,Anna,1,-3.803830453979038,0.02235276940291493,-3.800805050480167,-7.3212342879490135,0.0006633492800517017,-7.318208738173728,-7.75247108271584,0.000430981374379664,-7.749445451662127,-0.028081107116043523,0.9752555808884623,-0.02505570798835405,-6.650480808945107,0.0012973190541913245,-6.647455332837918,schlecht
Film,entfernte Kollegin,Sophie,Luisa,2,-5.451932707536142,0.004330090258287151,-5.442166869220771,-4.134040809492595,0.016175217463398346,-4.124274988089134,-6.605488818026619,0.0013661987879913316,-6.595722929609668,-0.19023248768772427,0.8348805047412278,-0.18046667234678232,-1.9529437788529467,0.14324798874909545,-1.9431779629336923,schlecht
Film,entfernte Kollegin,Sophie,Anna,3,-8.757849805516475,0.00016108273981060386,-8.733591792321402,-2.25597796561245,0.10734357866977068,-2.2317205722845723,-5.612528105282354,0.003741492388142241,-5.588270686158761,-3.2542714606894765,0.03955694228582257,-3.2300140657651855,-0.1877215874386219,0.8491969039164537,-0.16346419492457379,okay
Film,entfernte Kollegin,Sophie,Katharina,4,-9.801374728214528,5.651847993759136e-05,-9.780941125417735,-0.3736380264505565,0.7024323418227512,-0.35320619284263094,-1.2381749890408593,0.29589720790097346,-1.2177431552373408,-8.47903621590025,0.00021206782983063807,-8.458603910887556,-6.590384356711787,0.0014018639665071351,-6.569952451912629,gut
Film,entfernte Kollegin,Katharina,Anna,5,-9.630003814806017,6.70776740851476e-05,-9.609657804548092,-7.112914761934662,0.0008312580827066413,-7.092570122185047,-0.021269392266976907,0.9990755547461024,-0.0009248727168448124,-10.574253932945066,2.6091279623794247e-05,-10.553905580804189,-17.84122868481674,1.8217481801043735e-08,-17.81540994342331,großartig
Film,lockere Chefin,Miriam,Sophie,1,-3.5288083038153664,0.029395749042616402,-3.5269052020770437,-8.336661328131061,0.00024002721870198284,-8.33475781317526,-8.480809583105097,0.0002078058173448685,-8.47890600355026,-0.03267485684718922,0.969696872878584,-0.030771758407593934,-7.687176693731648,0.00045954504275288284,-7.685273377788676,schlecht
Film,lockere Chefin,Katharina,Luisa,2,-5.212252530443969,0.0054865351822703575,-5.2054583188113,-4.188464822473508,0.015272970772493377,-4.181670622519763,-6.730694792953712,0.0012018411581688456,-6.723900516341815,-0.14277351680735728,0.8728606800922915,-0.13597932328656115,-2.2588955780887416,0.10517797279477593,-2.2521013837317416,schlecht
Film,lockere Chefin,Miriam,Sophie,3,-7.045280413278714,0.0008899087648010394,-7.02439149958119,-2.706334848879364,0.06819077088526143,-2.6854460460864296,-5.893589454463943,0.002815260017380167,-5.872700617616786,-1.9942263064823187,0.13899219407587626,-1.9733375044363934,-0.2577359871850281,0.7891118662566811,-0.23684718573184296,okay
Film,lockere Chefin,Sophie,Anna,4,-10.20127284539423,3.74739192329296e-05,-10.19186268555412,-0.155309327657215,0.8642425362346395,-0.14590183622042485,-2.0411154932230864,0.13111139129017016,-2.031708001139294,-8.828493880375198,0.00014788340643162752,-8.819085712845958,-5.421853669698231,0.0044607151495257135,-5.412446155959219,gut
Film,lockere Chefin,Sophie,Miriam,5,-10.68496308596375,2.3076181486286903e-05,-10.676705243417,-7.368243160169651,0.0006362050435356523,-7.359989493904087,-0.008923239876467145,0.999330493426689,-0.0006697306928530993,-11.499806360254219,1.0216026439689534e-05,-11.491543062676959,-18.49915832511716,9.321849198873829e-09,-18.480234462010632,großartig
Film,gefürchtete Chefin,Luisa,Katharina,1,-4.58894099857969,0.01019000869834418,-4.586347568318614,-6.14142246024726,0.0021574484260254777,-6.13882899344867,-8.046525130971892,0.0003210442125479818,-8.04393139904082,-0.02010068015594551,0.9826451019222744,-0.017507259606637626,-5.365684697796088,0.004686396740807971,-5.3630912560101915,schlecht
Film,gefürchtete Chefin,Katharina,Miriam,2,-5.130186290615525,0.005952964173901111,-5.123865986189364,-4.148473441611136,0.01588860403663587,-4.14215314768951,-7.041709724241506,0.0008801753256759981,-7.035389322999977,-0.12296299121991773,0.8899030955467474,-0.11664270347973954,-2.443864524374808,0.08737516091703966,-2.437544235602511,schlecht
Film,gefürchtete Chefin,Katharina,Luisa,3,-5.945485648325694,0.0026825056706006466,-5.921003932259256,-1.3496926803303544,0.26574688017113607,-1.3252110011661977,-4.6951789269846795,0.009365737006636912,-4.6706972375196045,-1.8342489941240707,0.16369222104114078,-1.8097673147253095,-0.6069596786213701,0.5585126561104856,-0.5824779996544642,okay
Film,gefürchtete Chefin,Miriam,Katharina,4,-8.9287474442479,0.00013375315820483461,-8.91951381207489,-0.09880356629331738,0.9143236368310318,-0.08957068165655513,-2.601895580234895,0.07482055025483707,-2.592662694370972,-6.782580495804661,0.0011438590389960235,-6.773347523853913,-4.657498405770856,0.00957820071693033,-4.648265510803091,gut
Film,gefürchtete Chefin,Luisa,Miriam,5,-9.439167732644362,8.063452368905756e-05,-9.425582426386393,-5.619478423103718,0.003676131299801796,-5.6058943298060555,-0.017413299931035787,0.9961780883309237,-0.003829233735499676,-9.654448062666502,6.50168561325552e-05,-9.640862458509853,-15.877119261726765,1.2898945299813668e-07,-15.86276023880499,großartig
Theater,enge Freundin,Katharina,Anna,1,-3.888220284201183,0.0205727920549177,-3.8837858453497245,-7.651977954056353,0.000477214959344898,-7.647543310516532,-8.307447659994152,0.00024776911681799,-8.303012822402012,-0.026994123385858187,0.9776928775550865,-0.02255968929290696,-6.902886805679888,0.0010093463138328943,-6.8984522726151996,schlecht
Theater,enge Freundin,Sophie,Anna,2,-5.591171942841236,0.0037629906685101113,-5.582541220599966,-5.3302909423296745,0.00488463728670357,-5.321660226190662,-7.912673935176374,0.0003692475618662045,-7.9040429686887315,-0.11433784179658912,0.8996880866375719,-0.10570714601877577,-2.4022895385210807,0.09129503784534802,-2.393658841759067,schlecht
Theater,enge Freundin,Luisa,Miriam,3,-8.374465287036767,0.00023647746078400236,-8.349657234939627,-1.7535129163271814,0.17751409103529586,-1.7287052865398989,-5.954383949653653,0.0026596085719212846,-5.929576282830189,-3.5333374350948383,0.029940901031503517,-3.508529802530979,-0.26097446417874387,0.7896489219004954,-0.23616683482815842,okay
Theater,enge Freundin,Luisa,Sophie,4,-9.512789502762617,7.544181610903193e-05,-9.492147520849324,-0.43007275175658216,0.6640272472269733,-0.4094320952166373,-1.1168000624487784,0.33415196446213913,-1.0961594057601647,-8.260776235155392,0.0002638484747789967,-8.240135199760703,-6.535342183824453,0.00148149801999961,-6.514701459935861,gut
Theater,enge Freundin,Sophie,Miriam,5,-10.992753608737711,1.7230812847368654e-05,-10.968805528713576,-6.7496637175603205,0.0011996547869990528,-6.725721357718772,-0.025170611335004603,0.9987724192436951,-0.0012283347506430278,-11.472153742197168,1.0668538597513748e-05,-11.448202092401822,-17.465625650696307,2.6617861162736737e-08,-17.437933537786606,großartig
Theater,entfernte Kollegin,Sophie,Katharina,1,-4.2582691360160965,0.014225733064699162,-4.2527027597215215,-6.261567838582077,0.0019189032707132652,-6.256001417203917,-7.708938773632534,0.00045130263865223705,-7.703372182786698,-0.028500471479454427,0.9773268853288498,-0.022934102112074473,-5.1087815836992645,0.006077175697085493,-5.103215197979192,schlecht
Theater,entfernte Kollegin,Miriam,Katharina,2,-5.59079915763758,0.0037935902680195977,-5.574442381664265,-3.72571194358327,0.02449331161591535,-3.7093551898874613,-6.6015900238515295,0.001380605270390409,-6.585233201806471,-0.3382930763076162,0.7247443357282312,-0.32193632655657456,-1.420456053690692,0.2455881571174435,-1.4040993036704443,schlecht
Theater,entfernte Kollegin,Sophie,Luisa,3,-7.800405007703556,0.0004208739796248994,-7.773176867298853,-1.217606580775976,0.30410608398482664,-1.1903786776432252,-5.194816348404384,0.0056982940090343,-5.167588428051355,-3.424676755192119,0.033458518793225735,-3.3974488493994253,-0.44834045223593694,0.6563162292332885,-0.4211125492796533,okay
Theater,entfernte Kollegin,Anna,Katharina,4,-9.66995751313458,6.45429892789465e-05,-9.648177506372795,-0.25815547457632904,0.7894829691829699,-0.2363770170416296,-1.5878956962018926,0.20885454237923445,-1.5661172383150561,-8.279851464401238,0.00025915790583739553,-8.258072621128145,-6.637769350919102,0.001338787542679304,-6.61599081881662,gut
Theater,entfernte Kollegin,Miriam,Anna,5,-10.467086683513386,2.898108131540763e-05,-10.448863858775974,-7.348095857170161,0.0006556545666399,-7.329876330434347,-0.01892475325102976,0.9992948696867655,-0.0007053789344707371,-10.814649921489128,2.047244858398329e-05,-10.796425662671007,-17.640641175773677,2.2216695046979424e-08,-17.617930781768838,großartig
Theater,lockere Chefin,Luisa,Miriam,1,-4.000630426498737,0.018358683086566695,-3.9976526182264878,-7.211774383194131,0.0007400472071395896,-7.208796445242389,-8.622236070472116,0.00018059415756431623,-8.619257713919264,-0.02314908671728685,0.9800307954408054,-0.02017128379001365,-7.281970534927529,0.0006898801079239944,-7.278992587149581,schlecht
Theater,lockere Chefin,Luisa,Miriam,2,-5.4733730097105155,0.004222928796304401,-5.467226340419439,-4.663908589338596,0.0094876726032233,-4.657761933187773,-7.8553543460504045,0.00039006089092936654,-7.849207444069378,-0.0777661947443535,0.9308849844491939,-0.0716195490260988,-2.9063078050368385,0.055014353260348876,-2.900161157608301,schlecht
Theater,lockere Chefin,Sophie,Katharina,3,-7.275324692901373,0.0007126329350338909,-7.246543947413661,-1.0290513629042013,0.3677798484482848,-1.0002707574692733,-4.710123695120645,0.009266559702113951,-4.681343079166128,-2.982861993220632,0.052126522635478706,-2.9540813861391966,-0.590698778065334,0.5701144362790885,-0.5619181727269045,okay
Theater,lockere Chefin,Sophie,Miriam,4,-9.214393331114447,0.00010148649950991517,-9.195583792731293,-0.23362055956193645,0.8066930789536343,-0.21481200640707054,-1.6766218938449777,0.1905552041531878,-1.6578133402892923,-7.848919029364433,0.0003975815545107696,-7.830110224812839,-6.114457046378343,0.0022526488391573334,-6.095648448955258,gut
Theater,lockere Chefin,Miriam,Anna,5,-10.10112809970193,4.174657381971839e-05,-10.083890778829932,-6.589544727733225,0.0013985632738475928,-6.572309730762571,-0.018706526259258612,0.9985294814829359,-0.001471600690403639,-10.425587232651312,3.01793601135822e-05,-10.408348993665221,-17.36259646647224,2.9309283121927477e-08,-17.341955459994576,großartig
Theater,gefürchtete Chefin,Katharina,Luisa,1,-3.2885659642023857,0.0374377277334419,-3.2850763174237003,-7.999491579434423,0.0003368065138656772,-7.996001638420513,-8.714025090075344,0.00016483996794289197,-8.710534839318955,-0.042358067302667626,0.9618772615572995,-0.03886842309112145,-8.607525713345556,0.0001833642274501908,-8.604035523875476,schlecht
Theater,gefürchtete Chefin,Luisa,Katharina,2,-5.119359177602264,0.00603587234404744,-5.1100348708300745,-4.1358259561034725,0.016139240634760917,-4.126501659702819,-7.008767247070594,0.0009123900646458466,-6.999442847263778,-0.12051279250087335,0.8947700668187939,-0.1111885021845374,-2.508624875781207,0.08214243013775192,-2.4993005843592337,schlecht
Theater,gefürchtete Chefin,Miriam,Anna,3,-6.205246395282272,0.0020632640350570267,-6.18346601864519,-2.0946373212891767,0.12582578429492547,-2.0728569923242395,-6.1084866725797955,0.0022728826928200816,-6.086706300412617,-1.2390568000275808,0.2960353305373597,-1.2172764715195956,-0.577249931152458,0.5738027384398378,-0.5554696028079944,okay
Theater,gefürchtete Chefin,Miriam,Katharina,4,-7.713465514565747,0.0004553504305966552,-7.694443038700976,-0.13086135793649417,0.8941881192901585,-0.11183910157094708,-2.509720714466233,0.08285207764697061,-2.490698457005549,-5.294205683608409,0.005117018021105295,-5.275183407812063,-4.071029738673799,0.017387434611168887,-4.0520074766688055,gut
Theater,gefürchtete Chefin,Katharina,Miriam,5,-8.235996796053513,0.0002727908483720456,-8.20680481299983,-5.4191590377196555,0.004562121961558068,-5.389967399327492,-0.03431737634159375,0.9948873544215929,-0.005125759768541447,-8.218851457019325,0.0002775082652471887,-8.189659480197223,-15.33856735910027,2.245032299353498e-07,-15.308930413911323,großartig
