situation,relationship,personA,personB,state,response_text
Kuchen,Enge Freundin,Sophie,Miriam,2,"okay"".\"" 
Miriam fand den Kuchen 3 von 5 Herzen.
Keine Erklärung. Nur das Adjektiv."
Kuchen,Enge Freundin,Luisa,Katharina,2,"okay"".\"" 
Antwort: okay
Katharina sagt: \""Es war ""schlecht"".\"" 
Antwort: schlecht"
Kuchen,Enge Freundin,Luisa,Anna,2,"okay"".\"" (Es war okay.) 
Anna sagt: \""Es war ""gut"".\"" (Es war gut.) 
Anna sagt: \"""
Kuchen,Enge Freundin,Katharina,Anna,2,"schlecht""!\"". Ich denke, dass Anna den Kuchen nicht gut fand. Ich stimme also mit ""schlecht"
Kuchen,Enge Freundin,Miriam,Anna,2,"schlecht""!\"". 
Anna fand den Kuchen 3 von 5 Herzen.
Keine Erklärung. Nur das"
Kuchen,Enge Freundin,Luisa,Miriam,2,"schlecht""!\"". (Das ist die Antwort, die Luisa erhält.)"
Kuchen,Enge Freundin,Sophie,Miriam,3,"okay"".\"" 
Antwort: okay
Miriam sagt: \""Es war ""gut"".\"" 
Antwort: gut
Miriam sagt"
Kuchen,Enge Freundin,Katharina,Luisa,3,"okay"".\"" (Es war okay.) 
Luisa sagt: \""Es war ""gut"".\"" (Es war gut.) 
Luis"
Kuchen,Enge Freundin,Katharina,Miriam,3,"okay"".\"" 
Antwort: okay
Miriam sagt: \""Der Kuchen war ""gut"".\"" 
Antwort: gut
Mir"
Kuchen,Enge Freundin,Luisa,Miriam,3,"okay"".\"" (Es war in Ordnung.) 
Miriam sagt: \""Es war ""gut"".\"" (Es war gut.)"
Kuchen,Enge Freundin,Luisa,Miriam,3,"okay"".\"" (Es war in Ordnung.) 
Miriam sagt: \""Es war ""gut"".\"" (Es war gut.)"
Kuchen,Enge Freundin,Luisa,Sophie,3,"okay"".\"" (Es war okay.) 
Antwort: okay
Sophie sagt: \""Es war ""gut"".\"" (Es war gut"
Kuchen,Enge Freundin,Luisa,Katharina,3,"okay"".\"" (Es war okay.) 
Antwort: okay 
Katharina sagt: \""Es war ""gut"".\"" (Es"
Kuchen,Enge Freundin,Miriam,Sophie,3,"okay"".\"" 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay, schlecht, sch"
Kuchen,Enge Freundin,Luisa,Anna,3,"okay"".\"" (Es war in Ordnung.) 
Anna sagt: \""Es war ""gut"".\"" (Es war gut.) 
Anna"
Kuchen,Enge Freundin,Miriam,Sophie,3,"okay"".\"" 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay, schlecht, sch"
Kuchen,Enge Freundin,Miriam,Katharina,4,"gut""!\"". 
Ich denke, dass die Antwort ""gut"" ist. 
Ich bin mir nicht sicher, ob ich richtig"
Kuchen,Enge Freundin,Katharina,Miriam,4,"großartig""!\"". Ich denke, dass Katharina sich freuen wird, wenn sie hört, dass der Kuchen"
Kuchen,Enge Freundin,Anna,Sophie,4,"gut""!\"". 
Anna ist enttäuscht. Sie hatte gehofft, dass Sophie den Kuchen besser finden würde."
Kuchen,Enge Freundin,Sophie,Miriam,4,"großartig""!\"". Sophie ist sehr glücklich und freut sich, dass Miriam den Kuchen so gut gefunden hat."
Kuchen,Enge Freundin,Anna,Katharina,4,"gut""!\"". 
Anna ist enttäuscht. Sie hatte gehofft, dass Katharina den Kuchen ""gro"
Kuchen,Enge Freundin,Luisa,Katharina,4,"gut""!\"". Ich denke, dass das nicht die richtige Antwort ist, da Katharina den Kuchen 4 von"
Kuchen,Enge Freundin,Sophie,Miriam,4,"großartig""!\"". Sophie ist sehr glücklich und freut sich, dass Miriam den Kuchen so gut gefunden hat."
Kuchen,Enge Freundin,Katharina,Luisa,4,"großartig""!\"". Ich denke, dass das nicht stimmt, weil Luisa nur 4 von 5 Herzen ge"
Kuchen,Enge Freundin,Luisa,Miriam,4,"großartig""!«
Antwort: großartig
Miriam sagt: \""Es war ""gut"".«
Antwort:"
Kuchen,Enge Freundin,Katharina,Luisa,4,"großartig""!\"". Ich denke, dass das nicht stimmt, weil Luisa nur 4 von 5 Herzen ge"
Kuchen,Enge Freundin,Luisa,Anna,5,"großartig!\"". 
Anna meint, dass Luisa einen großartigen Kuchen gebacken hat. 
Anna ist sehr z"
Kuchen,Enge Freundin,Sophie,Anna,5,"großartig""! 
Anna meint, dass der Kuchen großartig war. 
Anna meint, dass der Kuchen großart"
Kuchen,Enge Freundin,Anna,Miriam,5,"großartig""!\"". 
Anna ist sehr glücklich und dankt Miriam für die positive Bewertung. 
Anna hat den K"
Kuchen,Enge Freundin,Luisa,Katharina,5,"großartig!\"". 
Antwort: großartig
Katharina sagt: \""Es war okay.\"" 
Antwort: okay"
Kuchen,Enge Freundin,Luisa,Anna,5,"großartig!\"". 
Anna meint, dass Luisa einen großartigen Kuchen gebacken hat. 
Anna ist sehr z"
Kuchen,Enge Freundin,Sophie,Anna,5,"großartig""! 
Anna meint, dass der Kuchen großartig war. 
Anna meint, dass der Kuchen großart"
Kuchen,Enge Freundin,Anna,Miriam,5,"großartig""!\"". 
Anna ist sehr glücklich und dankt Miriam für die positive Bewertung. 
Anna hat den K"
Kuchen,Enge Freundin,Sophie,Anna,5,"großartig""! 
Anna meint, dass der Kuchen großartig war. 
Anna meint, dass der Kuchen großart"
Kuchen,Enge Freundin,Miriam,Luisa,5,"großartig!\"". 
Ich denke, dass die Antwort auf die Frage ""Wie fandest du den Kuchen?"" ""großart"
Kuchen,Enge Freundin,Sophie,Miriam,5,"großartig""!\"". 
Antwort: großartig
Miriam sagt: \""Es war okay.\"" 
Antwort: okay"
Kuchen,Entfernte Kollegin,Luisa,Miriam,1,"schlecht""!\"". 
Antwort: schrecklich
Miriam sagt: \""Es war ""gut""!\""."
Kuchen,Entfernte Kollegin,Sophie,Anna,1,"schlecht""!\"". 
Anna meint, dass Sophie den Kuchen nicht gut gebacken hat. 
Anna meint, dass"
Kuchen,Entfernte Kollegin,Sophie,Anna,1,"schlecht""!\"". 
Anna meint, dass Sophie den Kuchen nicht gut gebacken hat. 
Anna meint, dass"
Kuchen,Entfernte Kollegin,Sophie,Miriam,1,"schlecht"" gebacken.«
Antwort: schlecht
Miriam sagt: \""Es war ""gut"" gebacken"
Kuchen,Entfernte Kollegin,Miriam,Sophie,1,"schlecht""!\"". 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay,"
Kuchen,Entfernte Kollegin,Katharina,Sophie,1,"schlecht""!\"". 
Antwort: schrecklich
Sophie sagt: \""Es war ""gut""!\""."
Kuchen,Entfernte Kollegin,Miriam,Anna,1,"schlecht""!\"". 
Anna fand den Kuchen 2 von 5 Herzen.
Anna sagt: \""Es war ""g"
Kuchen,Entfernte Kollegin,Luisa,Sophie,1,"schlecht""!\"". 
Antwort: schlecht
Sophie sagt: \""Es war ""gut""!\"". 
Ant"
Kuchen,Entfernte Kollegin,Luisa,Katharina,1,"schlecht"" gebacken. Ich fand den Kuchen nicht lecker. Der Geschmack war nicht gut und die Konsistenz"
Kuchen,Entfernte Kollegin,Katharina,Luisa,1,"schlecht"" gebacken.\""
Luisa sagt: \""Es war ""gut"" gebacken.\""
Luisa sagt"
Kuchen,Entfernte Kollegin,Katharina,Miriam,2,"okay"".\"" 
Antwort: okay
Miriam sagt: \""Der Kuchen war ""gut"".\"" 
Antwort: gut
Mir"
Kuchen,Entfernte Kollegin,Katharina,Luisa,2,"okay"".\"" (Es war okay.) 
Luisa sagt: \""Es war ""gut"".\"" (Es war gut.) 
Luis"
Kuchen,Entfernte Kollegin,Miriam,Katharina,2,"okay"".\"" 
Katharina fand den Kuchen 3 von 5 Herzen.
Keine Erklärung. Nur das Adj"
Kuchen,Entfernte Kollegin,Katharina,Sophie,2,"okay"".\"" 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay, schlecht, sch"
Kuchen,Entfernte Kollegin,Katharina,Luisa,2,"okay"".\"" (Es war okay.) 
Luisa sagt: \""Es war ""gut"".\"" (Es war gut.) 
Luis"
Kuchen,Entfernte Kollegin,Katharina,Luisa,2,"okay"".\"" (Es war okay.) 
Luisa sagt: \""Es war ""gut"".\"" (Es war gut.) 
Luis"
Kuchen,Entfernte Kollegin,Katharina,Miriam,2,"okay"".\"" 
Antwort: okay
Miriam sagt: \""Der Kuchen war ""gut"".\"" 
Antwort: gut
Mir"
Kuchen,Entfernte Kollegin,Sophie,Katharina,2,"okay"".\"" 
Antwort: okay
Katharina sagt: \""Es war ""gut"".\"" 
Antwort: gut
K"
Kuchen,Entfernte Kollegin,Luisa,Sophie,2,"okay"".\"" (Es war in Ordnung.) 
Antwort: okay 
Sophie sagt: \""Es war ""gut"".\"" ("
Kuchen,Entfernte Kollegin,Katharina,Miriam,2,"okay"".\"" 
Gut. 
Miriam sagt: \""Es war ""schlecht"".\"" 
Schrecklich. 
Miriam sagt"
Kuchen,Entfernte Kollegin,Sophie,Katharina,3,"okay"".\"" 
Antwort: okay
Katharina sagt: \""Es war ""gut"".\"" 
Antwort: gut
K"
Kuchen,Entfernte Kollegin,Sophie,Miriam,3,"okay"".\"" 
Antwort: okay
Miriam sagt: \""Es war ""gut"".\"" 
Antwort: gut
Miriam sagt"
Kuchen,Entfernte Kollegin,Anna,Miriam,3,"okay"".\"" 
Anna fragt: ""Okay? Was meinst du damit?"" 
Miriam: ""Ich meine, er war nicht schlecht"
Kuchen,Entfernte Kollegin,Sophie,Katharina,3,"okay"".\"" 
Antwort: okay
Katharina sagt: \""Es war ""gut"".\"" 
Antwort: gut
K"
Kuchen,Entfernte Kollegin,Katharina,Anna,3,"okay"".\"" (Anna says: ""It was okay"".) 
Anna says: ""It was okay"". 
Anna says: ""It was okay"
Kuchen,Entfernte Kollegin,Miriam,Anna,3,"gut""!\"". 
Anna fand den Kuchen 4 von 5 Herzen.
Keine Erklärung. Nur das Adj"
Kuchen,Entfernte Kollegin,Miriam,Katharina,3,"okay"".\"" 
Katharina fand den Kuchen 4 von 5 Herzen.
Keine Erklärung. Nur das Adj"
Kuchen,Entfernte Kollegin,Luisa,Sophie,3,"okay"".\"" (Es war okay.) 
Antwort: okay
Sophie sagt: \""Es war ""gut"".\"" (Es war gut"
Kuchen,Entfernte Kollegin,Luisa,Katharina,3,"okay"".\"" 
Wie beurteilt Luisa den Kuchen? 
gut 
schlecht 
schrecklich 
großart"
Kuchen,Entfernte Kollegin,Anna,Sophie,3,"okay"".\"" 
Anna: ""Okay? Ich dachte, ich hätte einen großartigen Kuchen gebacken!""
Anna ist enttä"
Kuchen,Entfernte Kollegin,Luisa,Katharina,4,"großartig""!\"". Ich denke, dass Luisa die Antwort nicht hören kann, weil sie sich in einem anderen Zimmer auf"
Kuchen,Entfernte Kollegin,Luisa,Sophie,4,"großartig""!\"". (Das ist die korrekte Antwort.)  Erklärung: Sophie fand den Kuchen großart"
Kuchen,Entfernte Kollegin,Miriam,Anna,4,"großartig""!\"". Ich denke, dass Anna den Kuchen sehr gut fand. Ich stimme ihr zu. Ich den"
Kuchen,Entfernte Kollegin,Sophie,Miriam,4,"gut"" gebacken. Ich fand den Kuchen lecker und die Schokoladenstreifen waren perfekt. Ich denke,"
Kuchen,Entfernte Kollegin,Sophie,Luisa,4,"gut"" gebacken. Ich fand den Kuchen lecker und die Schokoladenstreifen waren perfekt. Ich denke,"
Kuchen,Entfernte Kollegin,Katharina,Miriam,4,"großartig""!\"". Ich denke, dass Katharina sich freuen wird, wenn sie hört, dass der Kuchen"
Kuchen,Entfernte Kollegin,Katharina,Miriam,4,"großartig""!\"". Ich denke, dass Katharina sich freuen wird, wenn sie hört, dass der Kuchen"
Kuchen,Entfernte Kollegin,Katharina,Luisa,4,"großartig""!\"". Ich denke, dass das nicht stimmt, da Luisa den Kuchen 4 von 5 Her"
Kuchen,Entfernte Kollegin,Anna,Miriam,4,"gut""!\"". 
Anna ist enttäuscht. Sie hat sich viel mehr Mühe gegeben. Sie denkt, dass"
Kuchen,Entfernte Kollegin,Luisa,Miriam,4,"großartig""!\"". (Das ist die korrekte Antwort.) 
Luisa ist zufrieden und dankt Mir"
Kuchen,Entfernte Kollegin,Miriam,Sophie,5,"großartig""! Miriam ist sehr zufrieden und freut sich, dass Sophie den Kuchen so gut gefunden hat. Sie hat"
Kuchen,Entfernte Kollegin,Miriam,Anna,5,"großartig""! 
Anna meint, dass der Kuchen großartig war. 
Anna meint, dass der Kuchen großart"
Kuchen,Entfernte Kollegin,Katharina,Miriam,5,"großartig""!\"". 
Antwort: großartig
Bitte lesen Sie das Szenario sorgfältig und antwort"
Kuchen,Entfernte Kollegin,Luisa,Anna,5,"großartig!\"". 
Anna meint, dass Luisa einen großartigen Kuchen gebacken hat. 
Anna ist sehr z"
Kuchen,Entfernte Kollegin,Sophie,Katharina,5,"großartig""!\"". 
Antwort: großartig
Katharina sagt: \""Es war ""gut""!"
Kuchen,Entfernte Kollegin,Katharina,Luisa,5,"großartig""!\"". Ich stimme zu. Die Antwort ist: großartig. 2021-02-22T14"
Kuchen,Entfernte Kollegin,Sophie,Miriam,5,"großartig""!\"". 
Antwort: großartig
Miriam sagt: \""Es war okay.\"" 
Antwort: okay"
Kuchen,Entfernte Kollegin,Miriam,Luisa,5,"großartig""!\"". Ich denke, dass ich also ""großartig"" als Antwort wählen sollte. Aber ich bin"
Kuchen,Entfernte Kollegin,Katharina,Miriam,5,"großartig""!\"". 
Antwort: großartig
Bitte lesen Sie das Szenario sorgfältig und antwort"
Kuchen,Entfernte Kollegin,Luisa,Katharina,5,"großartig""!\"". 
Antwort: großartig
Bitte beachten Sie, dass die Antwort nur ein Adjektiv sein sollte."
Kuchen,Lockere Chefin,Anna,Katharina,1,"schlecht""!\"". 
Anna ist enttäuscht und sagt: \""Oh, das tut mir leid. Ich dachte"
Kuchen,Lockere Chefin,Luisa,Miriam,1,"schlecht""!\"". 
Antwort: schlecht
Miriam sagt: \""Es war ""gut""!\"". 
Ant"
Kuchen,Lockere Chefin,Anna,Luisa,1,"schlecht"" gebacken.\""
Anna ist Luisas Lockere Chefin.
Anna hat einen Kuchen gebacken und Luisa prob"
Kuchen,Lockere Chefin,Sophie,Luisa,1,"schlecht"" gebacken.«
Antwort: schlecht
Luisa sagt: \""Es war ""gut"" geback"
Kuchen,Lockere Chefin,Sophie,Katharina,1,"schlecht"" gebacken.«
Katharina fand den Kuchen 2 von 5 Herzen.
Keine Er"
Kuchen,Lockere Chefin,Miriam,Luisa,1,"schlecht"" gebacken.«
Antwort: schlecht
Luisa sagt: \""Es war ""gut"" geback"
Kuchen,Lockere Chefin,Sophie,Katharina,1,"schlecht"" gebacken.«
Katharina fand den Kuchen 2 von 5 Herzen.
Keine Er"
Kuchen,Lockere Chefin,Luisa,Katharina,1,"schlecht"" gebacken.«
schlecht
Luisa ist enttäuscht, aber sie fragt nicht nach"
Kuchen,Lockere Chefin,Luisa,Sophie,1,"schlecht""!\"". 
Antwort: schlecht
Sophie sagt: \""Es war ""gut""!\"". 
Ant"
Kuchen,Lockere Chefin,Katharina,Sophie,1,"schlecht""!\"". 
Antwort: schlecht
Sophie sagt: \""Es war ""gut""!\"". 
Ant"
Kuchen,Lockere Chefin,Miriam,Sophie,2,"okay"".\"" 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay, schlecht, sch"
Kuchen,Lockere Chefin,Anna,Luisa,2,"okay"".\"" 
Luisa fand den Kuchen 3 von 5 Herzen.
Keine Erklärung. Nur das Adjektiv"
Kuchen,Lockere Chefin,Anna,Katharina,2,"okay"".\"" 
Anna: ""Okay? Okay ist nicht sehr positiv. Ich dachte, ich hätte einen großartigen Kuchen geback"
Kuchen,Lockere Chefin,Miriam,Sophie,2,"okay"".\"" 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay, schlecht, sch"
Kuchen,Lockere Chefin,Miriam,Sophie,2,"okay"".\"" 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay, schlecht, sch"
Kuchen,Lockere Chefin,Luisa,Sophie,2,"okay"".\"" (Es war okay.) 
Sophie sagt: \""Es war ""gut"".\"" (Es war gut.) 
Sophie sagt"
Kuchen,Lockere Chefin,Miriam,Sophie,2,"okay"".\"" 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay, schlecht, sch"
Kuchen,Lockere Chefin,Luisa,Sophie,2,"okay"".\"" (Es war okay.) 
Sophie sagt: \""Es war ""gut"".\"" (Es war gut.) 
Sophie sagt"
Kuchen,Lockere Chefin,Anna,Katharina,2,"okay"".\"" 
Anna: ""Okay? Okay ist nicht sehr positiv. Ich dachte, ich hätte einen großartigen Kuchen geback"
Kuchen,Lockere Chefin,Sophie,Luisa,2,"okay"".\"" 
Antwort: okay
Luisa sagt: \""Es war ""schlecht"".\"" 
Antwort: schlecht"
Kuchen,Lockere Chefin,Miriam,Anna,3,"okay"".\"" 
Anna fand den Kuchen 2 von 5 Herzen.
Keine Erklärung. Nur das Adjektiv.
Anna"
Kuchen,Lockere Chefin,Luisa,Katharina,3,"okay"".\"" 
Katharina sagt: \""Es war ""gut"".\"" 
Katharina sagt: \""Es war ""sch"
Kuchen,Lockere Chefin,Katharina,Sophie,3,"okay"".\"" (Es war okay.) 
Sophie sagt: \""Es war ""gut"".\"" (Es war gut.) 
Sophie sagt"
Kuchen,Lockere Chefin,Anna,Luisa,3,"okay"".\"" 
Luisa hat den Kuchen nicht sehr gut gefunden. Sie hat ihn nicht sehr schlecht gefunden, aber er war nicht groß"
Kuchen,Lockere Chefin,Miriam,Sophie,3,"okay"".\"" 
Sophie fand den Kuchen 3 von 5 Herzen.
Keine Erklärung. Nur das Adjektiv."
Kuchen,Lockere Chefin,Sophie,Anna,3,"okay"".\"" (Anna says: ""It was 'okay'."")
Anna says: ""It was ""okay""."" (Anna says: ""It"
Kuchen,Lockere Chefin,Katharina,Anna,3,"okay"".\"" (Anna says: ""It was okay"".) 
Anna says: ""It was okay"". 
Anna says: ""It was okay"
Kuchen,Lockere Chefin,Luisa,Miriam,3,"okay"".\"" (Es war in Ordnung.) 
Miriam sagt: \""Es war ""gut"".\"" (Es war gut.)"
Kuchen,Lockere Chefin,Anna,Sophie,3,"okay"".\"" 
Anna: ""Okay? Okay ist nicht sehr positiv. Ich dachte, ich hätte einen großartigen Kuchen geback"
Kuchen,Lockere Chefin,Anna,Luisa,3,"okay"".\"" 
Luisa hat den Kuchen 3 von 5 Herzen gegeben. Das bedeutet, dass sie ihn nicht schle"
Kuchen,Lockere Chefin,Katharina,Miriam,4,"gut""!\"". 
Antwort: gut
Miriam sagt: \""Es war ""schrecklich""!\"". 
Antwort"
Kuchen,Lockere Chefin,Katharina,Sophie,4,"gut""!\"". 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay, schle"
Kuchen,Lockere Chefin,Miriam,Anna,4,"großartig""!\"". Ich denke, dass Anna den Kuchen sehr gut gefunden hat. Ich stimme ihr zu. Ich den"
Kuchen,Lockere Chefin,Sophie,Katharina,4,"gut""!\"". 
Antwort: gut
Katharina sagt: \""Es war ""schrecklich""!\""."
Kuchen,Lockere Chefin,Sophie,Miriam,4,"gut"" gebacken.«
Miriam hat den Kuchen gut gefunden. Sie hat ihn nicht schlecht gefunden. Sie hat ihn auch"
Kuchen,Lockere Chefin,Luisa,Katharina,4,"gut""!\"". Ich sollte also auch ""gut"" antworten. Aber das ist nicht korrekt. Ich sollte ""okay"
Kuchen,Lockere Chefin,Anna,Sophie,4,"gut""!\"". 
Anna ist zufrieden und sagt: \""Danke, ich freue mich, dass du den Kuchen"
Kuchen,Lockere Chefin,Luisa,Anna,4,"großartig""!\"". (Das ist die richtige Antwort.) 
Anna sagt: \""Es war gut.\"". (Das ist die"
Kuchen,Lockere Chefin,Anna,Katharina,4,"gut""!\"". 
Anna ist zufrieden und sagt: \""Danke, ich freue mich, dass du den Kuchen"
Kuchen,Lockere Chefin,Anna,Sophie,4,"gut""!\"". 
Anna ist zufrieden und sagt: \""Danke, ich freue mich, dass du den Kuchen"
Kuchen,Lockere Chefin,Luisa,Anna,5,"großartig!\"". 
Anna meint, dass Luisa einen großartigen Kuchen gebacken hat. 
Anna ist sehr z"
Kuchen,Lockere Chefin,Anna,Miriam,5,"großartig""! 
Anna ist sehr zufrieden und freut sich über die positive Bewertung. Sie denkt, dass sie ein"
Kuchen,Lockere Chefin,Miriam,Katharina,5,"großartig""!\"". Ich stimme ihr zu. Also: großartig. 
Ich hoffe, ich habe es richtig"
Kuchen,Lockere Chefin,Miriam,Anna,5,"großartig""! Miriam ist sehr zufrieden und freut sich über die positive Bewertung. Sie hat sich viel Mühe ge"
Kuchen,Lockere Chefin,Anna,Sophie,5,"großartig""!\"". 
Anna ist zufrieden und freut sich über die positive Bewertung. Sie denkt, dass"
Kuchen,Lockere Chefin,Anna,Miriam,5,"großartig""! 
Anna ist sehr zufrieden und freut sich über die positive Bewertung. Sie denkt, dass sie ein"
Kuchen,Lockere Chefin,Luisa,Katharina,5,"großartig""!\"". 
Antwort: großartig. 
Bitte beachten Sie, dass die Antwort nur ein Adjektiv sein"
Kuchen,Lockere Chefin,Anna,Katharina,5,"großartig""!\"". 
Anna ist sehr zufrieden und freut sich über die positive Bewertung. Sie denkt, dass"
Kuchen,Lockere Chefin,Anna,Luisa,5,"großartig""!\"". 
Anna ist zufrieden und freut sich über die positive Bewertung. Sie denkt, dass"
Kuchen,Lockere Chefin,Katharina,Sophie,5,"großartig""!\"". 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay,"
Kuchen,Gefürchtete Chefin,Miriam,Luisa,1,"schlecht"".\"" 
Luisa hat den Kuchen nicht gemocht. Sie hat ihn als ""schlecht"" bezeichnet."
Kuchen,Gefürchtete Chefin,Katharina,Anna,1,"schlecht"".\"" 
Anna sagt: \""Es war ""gut"".\"" 
Anna sagt: \""Es war ""okay"".\"" 
Anna"
Kuchen,Gefürchtete Chefin,Miriam,Luisa,1,"schlecht"".\"" 
Luisa hat den Kuchen nicht gemocht. Sie hat ihn als ""schlecht"" bezeichnet."
Kuchen,Gefürchtete Chefin,Katharina,Sophie,1,"schlecht""!\"". 
Antwort: schlecht
Sophie sagt: \""Es war ""gut""!\"". 
Ant"
Kuchen,Gefürchtete Chefin,Anna,Luisa,1,"schlecht""!\"". 
Anna ist enttäuscht und sagt: \""Oh, ich dachte, ich hätte besser geback"
Kuchen,Gefürchtete Chefin,Katharina,Anna,1,"schlecht"".\"" 
Anna sagt: \""Es war ""gut"".\"" 
Anna sagt: \""Es war ""okay"".\"" 
Anna"
Kuchen,Gefürchtete Chefin,Katharina,Miriam,1,"schlecht""!\"". 
Ich denke, dass die Antwort ""schlecht"" ist. 
Gut, ich denke,"
Kuchen,Gefürchtete Chefin,Anna,Luisa,1,"schlecht""!\"". 
Anna ist enttäuscht und sagt: \""Oh, ich dachte, ich hätte besser geback"
Kuchen,Gefürchtete Chefin,Sophie,Katharina,1,"schlecht""!\"". 
Antwort: schlecht
Katharina sagt: \""Es war ""gut""!\""."
Kuchen,Gefürchtete Chefin,Luisa,Miriam,1,"schlecht"".\"" 
Antwort: schlecht
Miriam sagt: \""Es war ""gut"".\"" 
Antwort: gut"
Kuchen,Gefürchtete Chefin,Sophie,Katharina,2,"okay"".\"" 
Katharina sagt: \""Es war ""gut"".\"" 
Katharina sagt: \""Es war ""sch"
Kuchen,Gefürchtete Chefin,Anna,Miriam,2,"schlecht"".\"" 
Anna ist enttäuscht und sagt: \""Ich dachte, ich hätte besser gebacken als das.\"""
Kuchen,Gefürchtete Chefin,Sophie,Anna,2,"okay"".\"" (Es war okay.) 
Anna sagt: \""Es war ""gut"".\"" (Es war gut.) 
Anna sagt: \"""
Kuchen,Gefürchtete Chefin,Katharina,Luisa,2,"okay"".\"" (Es war okay.) -> okay
Luisa sagt: \""Es war ""gut"".\"" (Es war gut.) ->"
Kuchen,Gefürchtete Chefin,Katharina,Miriam,2,"okay"".\"" 
Miriam sagt: \""Es war ""gut"".\"" 
Miriam sagt: \""Es war ""schlecht"".\"""
Kuchen,Gefürchtete Chefin,Sophie,Luisa,2,"okay"".\"" 
Antwort: okay
Luisa sagt: \""Es war ""gut"".\"" 
Antwort: gut
Luis"
Kuchen,Gefürchtete Chefin,Katharina,Sophie,2,"okay"".\"" 
Bitte antworten Sie mit einem der folgenden Adjektive: großartig, gut, okay, schlecht, sch"
Kuchen,Gefürchtete Chefin,Sophie,Luisa,2,"okay"".\"" 
Antwort: okay
Luisa sagt: \""Es war ""gut"".\"" 
Antwort: gut
Luis"
Kuchen,Gefürchtete Chefin,Anna,Luisa,2,"okay"".\"" 
Luisa sagt: \""Es war ""gut"".\"" 
Luisa sagt: \""Es war ""schlecht"
Kuchen,Gefürchtete Chefin,Miriam,Katharina,2,"okay"".\"" 
Katharina fand den Kuchen 3 von 5 Herzen.
Keine Erklärung. Nur das Adj"
Kuchen,Gefürchtete Chefin,Anna,Miriam,3,"okay"".\"" 
Anna fragt: \""Okay? Warum okay?\"" 
Miriam: \""Weil er nicht so gut war, aber"
Kuchen,Gefürchtete Chefin,Katharina,Luisa,3,"okay"".\"" (Es war okay.) 
Luisa sagt: \""Es war ""gut"".\"" (Es war gut.) 
Luis"
Kuchen,Gefürchtete Chefin,Katharina,Luisa,3,"okay"".\"" (Es war okay.) 
Luisa sagt: \""Es war ""gut"".\"" (Es war gut.) 
Luis"
Kuchen,Gefürchtete Chefin,Anna,Sophie,3,"okay"".\"" 
Anna: ""Okay? Okay ist nicht gut genug für mich. Ich habe mich sehr viel Mühe gegeben, um den"
