situation,relationship,personA,personB,state,logit_gut,prob_gut,logprob_gut,logit_schlecht,prob_schlecht,logprob_schlecht,logit_okay,prob_okay,logprob_okay,logit_großartig,prob_großartig,logprob_großartig,logit_schrecklich,prob_schrecklich,logprob_schrecklich,pred_top1
Kuchen,lockere Chefin,Anna,Miriam,1,-22.60539629286081,1.5258717319561312e-10,-22.099264686416216,-8.705630111396585,0.0001660006466353881,-8.703518271814303,-11.021813414748017,1.6375861329150376e-05,-11.019696071042468,-19.284220980104564,4.22557815985814e-09,-19.258720026916837,-0.002293634694718192,0.9998176191138701,-0.00018239741952787896,schrecklich
Kuchen,lockere Chefin,Sophie,Luisa,2,-20.436588391404563,1.342373723031902e-09,-20.35697566173734,-6.155685695419891,0.0021379162077308795,-6.147923612266672,-0.06648932371657257,0.9429638922884976,-0.05872728723182158,-18.181720157500965,1.2798240695617252e-08,-18.16617491506412,-2.9100371666103584,0.054898177363157004,-2.902275128410102,okay
Kuchen,lockere Chefin,Luisa,Katharina,3,-14.755609781960239,3.907768004288267e-07,-14.754873415029154,-18.812450920750905,6.7618425217722505e-09,-18.797289842092606,-0.00048092148660621597,0.9999995776268141,-4.222732750200895e-07,-17.65031312037187,2.1615987775507608e-08,-17.645217083828967,-19.554813766744818,3.2185552196486247e-09,-19.52373632353868,okay
Kuchen,lockere Chefin,Sophie,Miriam,4,-1.8774213175939807,0.15501338700653924,-1.864243797363143,-11.81659093849854,7.478985384866109e-06,-11.803400048204574,-4.265515265958238,0.014230926695000081,-4.252337739345557,-0.1986073920419379,0.8307470917912778,-0.1854298723358321,-13.71936580199496,1.115521797824329e-06,-13.706098642280047,großartig
Kuchen,lockere Chefin,Sophie,Anna,5,-18.36336449589137,1.059018209511958e-08,-18.353940077899292,-21.334386936774823,5.427561785993138e-10,-21.165255657072137,-26.138303079265395,4.449287851853766e-12,-22.98231944602625,-2.6030229005741094e-05,0.9999999831880083,-1.671199181905318e-08,-18.98729103724888,5.67460418111906e-09,-18.969796122953497,großartig
Kuchen,gefürchtete Chefin,Anna,Luisa,1,-23.070608086463217,9.611346395088273e-11,-22.352327726486084,-9.25198839395007,9.64127586749478e-05,-9.24687097649899,-13.19181246268392,1.8753859449076169e-06,-13.186642761503407,-19.47971375629045,3.4856985221529854e-09,-19.446312536085966,-0.0052146768018759785,0.9999017082735682,-9.829645737029986e-05,schrecklich
Kuchen,gefürchtete Chefin,Sophie,Anna,2,-18.717982707494535,7.719193538476465e-09,-18.66668441577932,-4.63865505486312,0.010049541276350896,-4.6002282797122644,-0.29108470487002236,0.7767335261143268,-0.25265793954112536,-16.52060567986487,6.948333379352123e-08,-16.480740755270077,-1.5838722958843,0.213216855406795,-1.5454455302151413,okay
Kuchen,gefürchtete Chefin,Luisa,Katharina,3,-13.683595394128531,1.1421027863331895e-06,-13.682551891274402,-16.776841331982634,5.17994977802929e-08,-16.77395672350168,-0.0009572257935706065,0.9999987231007645,-1.2768000505589367e-06,-16.611894523157005,6.108872176751105e-08,-16.60930294925526,-17.637359449929917,2.1908229355801457e-08,-17.631849391904364,okay
Kuchen,gefürchtete Chefin,Katharina,Luisa,4,-4.190013870815214,0.015206613244338123,-4.18602485731014,-12.919363713732015,2.4599372737934873e-06,-12.91533405618622,-6.1513957830466595,0.0021390215457511297,-6.147406729367326,-0.021490090911967078,0.9826511704873527,-0.017501083881213488,-14.127676517789622,7.347852841202443e-07,-14.123551425941583,großartig
Kuchen,gefürchtete Chefin,Luisa,Miriam,5,-17.755315946476294,1.9452299684849124e-08,-17.75017292649444,-22.476152698642757,1.7327567539463506e-10,-22.020540030268272,-25.558753179447486,7.942938896006946e-12,-22.949418371982457,-1.5429331847519713e-05,0.9999999789980909,-2.0901909310874963e-08,-20.409645818294514,1.3683907672454844e-09,-20.339098751954698,großartig
Lied,enge Freundin,Miriam,Sophie,1,-22.720196017657816,1.3828278981743362e-10,-22.157562955088903,-8.840563663421104,0.0001474401876756236,-8.822087293467716,-14.593502292071879,4.678928125098814e-07,-14.574812899031567,-18.299252319237418,1.1501635117834038e-08,-18.27211979033383,-0.018623622374091514,0.9998520802795939,-0.00014793056159206411,schrecklich
Lied,enge Freundin,Anna,Miriam,2,-18.5725434967278,8.61160261344019e-09,-18.55861006605671,-7.329431030466485,0.0006575150295114526,-7.327042783513289,-0.005034799218033673,0.9973567950813574,-0.0026467042523393974,-16.34322504752393,8.003218644218033e-08,-16.339588235341495,-6.224221611192767,0.001985601245342091,-6.221833465964759,okay
Lied,enge Freundin,Miriam,Anna,3,-12.992216699899572,2.281347930388195e-06,-12.990700259373604,-17.873005130022666,1.7317772991083377e-08,-17.865774715767834,-0.0014749701632438526,0.9999976375914578,-2.3623113324805187e-06,-16.625040796715687,6.032204634745683e-08,-16.62191179285144,-19.494866212651953,3.4207924407169193e-09,-19.46457974746961,okay
Lied,enge Freundin,Miriam,Sophie,4,-4.018969376120055,0.01835861925443365,-3.9976560951776046,-12.965116221832664,2.390990252273527e-06,-12.943761123536515,-6.396202881369079,0.0017038078758028186,-6.374889547181599,-0.04158291086410294,0.979934412704697,-0.020269635266637463,-14.099260841968563,7.691748143110789e-07,-14.077817565466574,großartig
Lied,enge Freundin,Luisa,Miriam,5,-17.05444633773163,3.9207281996547254e-08,-17.051856042702727,-22.253286666340976,2.1654046713191166e-10,-21.8735700242808,-24.766484377892763,1.754167947645248e-11,-22.864228126293696,-4.303686580834433e-05,0.9999999586816489,-4.1218351915106796e-08,-20.093640987113815,1.8769870257997923e-09,-20.04169185534912,großartig
Lied,entfernte Kollegin,Anna,Sophie,1,-21.63297511873552,4.0639572748473584e-10,-21.403702682170636,-8.646610843314766,0.00017735991757701993,-8.637328893552592,-13.050055044272629,2.170021118708465e-06,-13.040727576896485,-17.17814365110712,3.496695846619422e-08,-17.16600650406623,-0.009460967372912589,0.99982043468795,-0.00017958133581287742,schrecklich
Lied,entfernte Kollegin,Katharina,Luisa,2,-16.427353816748848,7.400392578567327e-08,-16.417797326483996,-5.984965803023715,0.002537033788240815,-5.976759640850414,-0.015042262793771643,0.9931871732142549,-0.006836139935893309,-15.012131987535149,3.0470374362106573e-07,-15.003597730988002,-5.463080394143188,0.00427541428983481,-5.454874247996449,okay
Lied,entfernte Kollegin,Miriam,Katharina,3,-12.281417881165773,4.642820357725022e-06,-12.28016700226658,-17.920256507779136,1.6514498130375485e-08,-17.91299014141156,-0.0012340890515153836,0.9999952514587159,-4.748452557946712e-06,-16.284073242597316,8.481071872322291e-08,-16.281665500441193,-19.243866233320336,4.395709467338863e-09,-19.22014234669681,okay
Lied,entfernte Kollegin,Sophie,Miriam,4,-5.030355486084098,0.006543282565088918,-5.0293163028831085,-15.420672477526798,2.010658622632986e-07,-15.419136083776072,-10.032951387573355,4.397399068355021e-05,-10.031909945586277,-0.007648509564415779,0.9934124520118792,-0.00660934154561205,-16.220431534888284,9.036648612687636e-08,-16.2182863738656,großartig
Lied,entfernte Kollegin,Sophie,Miriam,5,-17.585249470576287,2.305901786708744e-08,-17.580881591570524,-22.45625757853572,1.7676198226285573e-10,-22.007863248934314,-25.38137774358654,9.48473751757296e-12,-22.93523595978792,-4.058242046335119e-05,0.9999999748175477,-2.5082452651908566e-08,-20.062069141107393,1.937187643667502e-09,-20.011695586287217,großartig
Lied,lockere Chefin,Sophie,Anna,1,-23.19625128949278,8.48723170733964e-11,-22.411355707114332,-9.803281328392027,5.5623589240016297e-05,-9.796901381979936,-16.142353431826763,9.822792599840715e-08,-16.134957760633405,-18.310488499823368,1.1236366035475003e-08,-18.295250045429103,-0.00643388330685393,0.9999442668615957,-5.5734591547830284e-05,schrecklich
Lied,lockere Chefin,Luisa,Miriam,2,-18.79068284615291,6.9298213645455475e-09,-18.773104541895403,-5.592784493611284,0.003736770853519524,-5.589533421895988,-0.023190551841389108,0.9802579703692131,-0.01993950678515214,-16.657033272150674,5.852673215336155e-08,-16.652075064290454,-4.138093071817477,0.01600519332071392,-4.134842020615282,okay
Lied,lockere Chefin,Sophie,Katharina,3,-12.847939695099353,2.633106799221203e-06,-12.847308139242548,-19.005953381059303,5.5728468890946755e-09,-18.9875747483731,-0.0005962502751344206,0.9999973283557632,-2.6715478054125735e-06,-17.285274073383235,3.114287048622669e-08,-17.28147463123365,-20.12407824304464,1.821720114365058e-09,-20.07004515908077,okay
Lied,lockere Chefin,Sophie,Miriam,4,-2.392831384383519,0.09192234532455526,-2.386811129834229,-13.189971359576376,1.8805409068129703e-06,-13.183897931339065,-6.022714196883519,0.0024377155129728253,-6.016693902400091,-0.10513646054477109,0.905637460420555,-0.09911620697293654,-14.335359255732572,5.982010100492336e-07,-14.329171848353232,großartig
Lied,lockere Chefin,Luisa,Sophie,5,-16.538362821858705,6.57015558314307e-08,-16.536622354040105,-20.910365320849053,8.295433644198353e-10,-20.796327656364344,-23.57679208211261,5.765336559380204e-11,-22.57062238164774,-0.00021966766922938574,0.9999999232969409,-7.660306205217771e-08,-18.409534507381494,1.0114306639618779e-08,-18.399476487669855,großartig
Lied,gefürchtete Chefin,Anna,Luisa,1,-23.1375160018486,9.041820194461465e-11,-22.381798399691917,-9.865569971732024,5.250356479908195e-05,-9.8546275851062,-16.68105218806686,5.7578781947746953e-08,-16.66837646160346,-19.100570392693538,5.122465808026007e-09,-19.070296169570288,-0.01099304973318183,0.999947433643535,-5.256763811907053e-05,schrecklich
Lied,gefürchtete Chefin,Katharina,Miriam,2,-16.598794694353234,6.242837473129764e-08,-16.58764538752816,-3.2988938304662625,0.037278255761177825,-3.2893450750988418,-0.27422880690206386,0.7674514535559342,-0.2646800540868707,-15.000430966168283,3.0870422673541575e-07,-14.990558331274777,-1.64292122740689,0.19526991955028658,-1.6333724742098867,okay
Lied,gefürchtete Chefin,Luisa,Sophie,3,-12.86850611656864,2.581448766201259e-06,-12.867121042159672,-16.686451080502064,5.6721940506218465e-08,-16.683343309286943,-0.0013491341467635931,0.9999972030792826,-2.7968246284648975e-06,-15.743945024517775,1.4557146721822576e-07,-15.741911975330432,-18.146022176708808,1.3178543273827908e-08,-18.137116392150716,okay
Lied,gefürchtete Chefin,Katharina,Luisa,4,-3.5915516642852414,0.027768831350288292,-3.5838410581207003,-13.97574822984658,8.585356536664282e-07,-13.967921156667035,-6.3423794535918825,0.0017737331112515251,-6.334668794650235,-0.03769959426207486,0.9704562165641434,-0.02998899159564965,-14.843654641264411,3.604386630867416e-07,-14.835666637465206,großartig
Lied,gefürchtete Chefin,Miriam,Katharina,5,-17.08406521603088,3.8068395183029815e-08,-17.08125801500739,-21.339249086882486,5.402088495776545e-10,-21.169226665342972,-22.84273220821838,1.20117772853223e-10,-22.236858381663776,-0.0001838419140994359,0.9999999523035144,-4.7596486774389384e-08,-18.529813266228977,8.967763957859843e-09,-18.51854013487152,großartig
Film,enge Freundin,Anna,Sophie,1,-21.27638879998635,5.872591681498582e-10,-21.098309648630437,-7.587664385376329,0.0005173295464634237,-7.566830272596141,-10.387118971189961,3.1476004897080484e-05,-10.366281874691916,-16.133554474067175,1.0053895681188629e-07,-16.111726409589675,-0.021382976861821053,0.9994510933224235,-0.0005490572819428354,schrecklich
Film,enge Freundin,Katharina,Sophie,2,-17.979497719194544,1.5720421787512054e-08,-17.961964213299105,-5.549632238491527,0.003932658029493071,-5.538439712907521,-0.042358208086145675,0.969314936595136,-0.031165707827068397,-15.691335776807586,1.5495311081687519e-07,-15.679498128286964,-3.632329769029686,0.02675223470183837,-3.621137265135769,okay
Film,enge Freundin,Anna,Sophie,3,-14.736614133384633,3.985084734699197e-07,-14.735286171315593,-17.669962065578154,2.1208050055956005e-08,-17.66418089873185,-0.0010775580672503207,0.9999994997878998,-5.001122252329619e-07,-16.433858999088145,7.300178520506594e-08,-16.431413049078945,-18.71026800978214,7.493791554649627e-09,-18.695934824203327,okay
Film,enge Freundin,Luisa,Anna,4,-6.882902816434049,0.0010263576882483915,-6.881738871533106,-15.286387108155619,2.299915516425902e-07,-15.28478855660439,-10.146893218655729,3.924331796390377e-05,-10.145726822985432,-0.002230366911539329,0.9989340490872154,-0.0010665193424045534,-15.937646353890425,1.1991502063292273e-07,-15.935648930056695,großartig
Film,enge Freundin,Katharina,Luisa,5,-17.00985494391295,4.099650487636434e-08,-17.007342758564803,-20.775238197420055,9.494271869428776e-10,-20.675021357880897,-22.992029817265,1.0344780870301552e-10,-22.315611612229365,-7.59708743318855e-05,0.9999999522448474,-4.7655153737362196e-08,-18.98186334931026,5.705772665871459e-09,-18.96441312714475,großartig
Film,entfernte Kollegin,Anna,Sophie,1,-20.89452491238786,8.535902567452529e-10,-20.77078703700895,-7.754426905266109,0.00043443169765217517,-7.741471593008329,-9.698293070346843,6.21886538855045e-05,-9.685336380265746,-16.111240258558563,1.0200080041505185e-07,-16.097305272285933,-0.013451928685792161,0.9995032767940716,-0.0004968465137184169,schrecklich
Film,entfernte Kollegin,Luisa,Miriam,2,-17.88691957270769,1.735148634630731e-08,-17.863841014486553,-4.3941771584909715,0.012564935370272968,-4.376845243672434,-0.16699369227556005,0.8609991296488844,-0.1496617852995345,-15.267093752398958,2.3829371070321452e-07,-15.24934228338167,-2.0853534707358072,0.12643567933564578,-2.0680215630850096,okay
Film,entfernte Kollegin,Katharina,Luisa,3,-14.288453083492689,6.236047337573748e-07,-14.287588763644555,-16.894799134954855,4.602435333438491e-08,-16.89192475453473,-0.0007047467006972847,0.9999992280163637,-7.718839342436135e-07,-16.289212529567017,8.433165360182753e-08,-16.287323462979742,-17.832326878415504,1.802289570547227e-08,-17.82608974195411,okay
Film,entfernte Kollegin,Sophie,Anna,4,-5.559234443490518,0.003859985255393351,-5.557091889452141,-14.210524826444676,6.751153320903393e-07,-14.208234186442708,-8.517793479745402,0.00020030868593315775,-8.51565045238451,-0.0062120654379547845,0.9959387320392583,-0.004069537206004676,-15.025285635439696,2.9890408310601485e-07,-15.022808607776007,großartig
Film,entfernte Kollegin,Miriam,Anna,5,-16.60991204284519,6.116097304016362e-08,-16.608122851891178,-19.905601622969833,2.265554883381454e-09,-19.86225321952791,-22.1629144003281,2.3704789567690506e-10,-21.810796072004457,-0.0001555765812138867,0.9999999199994758,-7.990052738897677e-08,-17.929992017078842,1.6336948414433706e-08,-17.923734084107814,großartig
Film,lockere Chefin,Anna,Miriam,1,-22.946903853995618,1.0855222268553957e-10,-22.290831637535916,-8.4596579457391,0.00021250525607983292,-8.456543364835879,-12.634376197440442,3.2682297283851384e-06,-12.631231489977502,-18.296958899460382,1.1352307733676424e-08,-18.285074578461693,-0.0033299185583256456,0.9997842150533317,-0.00021580813156805943,schrecklich
Film,lockere Chefin,Anna,Miriam,2,-19.654599291491216,2.936186280967562e-09,-19.61266362192787,-4.966740714030593,0.007024890131349567,-4.958295689315072,-0.1700650278803764,0.8507644188043295,-0.16162001728241285,-16.63387906045521,6.020959873150708e-08,-16.6237745629378,-1.9588910356560463,0.14221062791853578,-1.9504460244724418,okay
Film,lockere Chefin,Miriam,Anna,3,-15.758077494523306,1.4344681500315048e-07,-15.756604617994688,-18.74029706524781,7.269916228816293e-09,-18.725859497320446,-0.0007761639568988632,0.9999998329647196,-1.6693529431050752e-07,-18.059309086909575,1.4364110180843479e-08,-18.051595415734102,-20.05393867204902,1.9544389337118916e-09,-20.00326305123403,okay
Film,lockere Chefin,Luisa,Anna,4,-4.542433122800977,0.010689279198803131,-4.5385139744776595,-14.190814870685026,6.8977820592484e-07,-14.186750768087792,-7.496132234739454,0.0005574079971560594,-7.492212916369516,-0.015230522237717332,0.9887523498964038,-0.011311383168429005,-15.117239186445968,2.7312943111181244e-07,-15.11295398770271,großartig
Film,lockere Chefin,Sophie,Miriam,5,-18.109114185240948,1.365657089186594e-08,-18.101749243938773,-20.89641407083751,8.410710870448152e-10,-20.78400243504684,-24.98781539526292,1.4059170096437571e-11,-22.89430376625295,-6.915911066464857e-05,0.9999999790062057,-2.089379446857379e-08,-18.854291482452748,6.48209326298155e-09,-18.83891301712705,großartig
Film,gefürchtete Chefin,Anna,Miriam,1,-22.75151932714092,1.3251658719860433e-10,-22.182059550656216,-8.959054513851296,0.00012949756518738478,-8.951847706428259,-15.110660676933398,2.75837298917807e-07,-15.103092174872087,-18.305683693387785,1.1299835620642263e-08,-18.289666900891827,-0.007335828465663362,0.9998702151651615,-0.00012979315760596038,schrecklich
Film,gefürchtete Chefin,Katharina,Luisa,2,-17.96040295440529,1.696231807529831e-08,-17.886393426311653,-4.247544531914126,0.01530748867473523,-4.1794131079304,-2.3891548999008942,0.09817305576824198,-2.321023481431309,-15.50932008252554,1.9677819325978165e-07,-15.440680607765827,-0.18858386577763342,0.8865192418165114,-0.12045244821385659,schrecklich
Film,gefürchtete Chefin,Anna,Katharina,3,-15.66215873399411,1.5789866745890965e-07,-15.660679237759378,-17.011272998774583,4.09699641816298e-08,-17.007988781108107,-0.0008466307226249734,0.9999997484054908,-2.5149454084276924e-07,-17.401729559409894,2.7726334254150175e-08,-17.397282989302813,-17.505254665303667,2.4999543151739906e-08,-17.500416192100214,okay
Film,gefürchtete Chefin,Sophie,Luisa,4,-3.9265185463815464,0.019847193920686214,-3.91969264100047,-13.40164402715721,1.5230157741530588e-06,-13.39475246976834,-6.124135123529984,0.002204379483232793,-6.117309177823165,-0.029126279700636085,0.9779464360051748,-0.02230037925580036,-14.582531691339348,4.675751319873607e-07,-14.57549194449122,großartig
Film,gefürchtete Chefin,Katharina,Miriam,5,-16.491242004979473,6.886173159233413e-08,-16.489714100808573,-21.03916474428852,7.291891357490021e-10,-20.910572837540307,-22.7258802190908,1.3499229044975204e-10,-22.17146840891934,-7.68470386844444e-05,0.9999999251516742,-7.47483285449289e-08,-19.08971702492801,5.122412831557903e-09,-19.070306313578644,großartig
Theater,enge Freundin,Katharina,Sophie,1,-19.454297896522508,3.5645031869869166e-09,-19.424573066870863,-6.776487779869704,0.0011426204264957112,-6.774430947109465,-8.801906462806686,0.00015075572933132608,-8.799849054240083,-15.757978484879889,1.4364487349352007e-07,-15.755225820558652,-0.0033511059308102293,0.9987064766347963,-0.0012943605885652428,schrecklich
Theater,enge Freundin,Miriam,Katharina,2,-16.88000024448516,4.679650329136238e-08,-16.875322720961034,-6.334948562314279,0.0017777519351900265,-6.332405614389025,-0.04370034824492386,0.9596780104424374,-0.041157456466283465,-15.357760711868977,2.1444386805911695e-07,-15.354751606392176,-3.258498337538467,0.03854397638200139,-3.2559554432695887,okay
Theater,enge Freundin,Anna,Miriam,3,-12.249881666241762,4.786754199102977e-06,-12.249637105694166,-15.972286966762892,1.157233628556896e-07,-15.97119954038042,-0.00022880369293368683,0.9999948661031784,-5.1338099995236945e-06,-15.39867222141898,2.0537083276848747e-07,-15.397961746083624,-17.46353212732351,2.604842691942695e-08,-17.459476804289785,okay
Theater,enge Freundin,Miriam,Anna,4,-3.010834782068157,0.04935480161226226,-3.0087202187019133,-12.169726745491417,5.1960481931474105e-06,-12.167592938941493,-6.976367084924602,0.0009356654939832664,-6.974252416708707,-0.05371961713915148,0.9497038728219847,-0.05160505569375703,-14.58544503539319,4.6402357674848765e-07,-14.583114990980155,großartig
Theater,enge Freundin,Anna,Luisa,5,-18.33541902186188,1.089023154622333e-08,-18.326258999942695,-21.661303127690196,3.914028639586976e-10,-21.433756827696676,-24.727826439159244,1.8232652147325046e-11,-22.85836680420392,-1.9397926386911224e-05,0.999999985987374,-1.3912626036973961e-08,-19.72531906706193,2.7127588796050254e-09,-19.689100027570067,großartig
Theater,entfernte Kollegin,Sophie,Miriam,1,-21.700809130648942,3.7704387343134727e-10,-21.463412651426413,-7.740501215660499,0.00043578931882109454,-7.738351415645041,-11.332538256625503,1.2002582943114151e-05,-11.330380354573396,-17.694444748045598,2.0717332307154276e-08,-17.6874799132297,-0.002597483841128566,0.9995521870038596,-0.00044791319427966867,schrecklich
Theater,entfernte Kollegin,Luisa,Anna,2,-16.60989657886567,6.122740619225125e-08,-16.60703901084512,-6.195515098235069,0.002041052947731561,-6.19428940444292,-0.00680438526215455,0.9944367918113262,-0.005578740363764178,-15.339181061134846,2.1817782048863864e-07,-15.337497179612082,-5.649987168241159,0.0035218758357156957,-5.648761495049369,okay
Theater,entfernte Kollegin,Miriam,Luisa,3,-13.017176084658782,2.2222312198604033e-06,-13.016953814012181,-16.294589078342625,8.383528915204798e-08,-16.293219702225947,-0.00017970099179080622,0.9999975708524246,-2.4290505255549063e-06,-16.108805360912132,1.0095125210239549e-07,-16.107638002254244,-17.62651735163859,2.2129814177076166e-08,-17.62183146811113,okay
Theater,entfernte Kollegin,Sophie,Katharina,4,-3.4508288360115067,0.03179556830428606,-3.4484283572630683,-12.24631776664172,4.8143125714451435e-06,-12.24389651985662,-6.143648431348421,0.0021522360463222074,-6.141247909281771,-0.036943730008826454,0.9660465530134522,-0.03454325430196577,-14.006262693374236,8.283233679741318e-07,-14.003741499259181,großartig
Theater,entfernte Kollegin,Anna,Katharina,5,-17.485683445512493,2.5472648209601737e-08,-17.481742485950804,-21.58875192837938,4.208565559358075e-10,-21.37554643658334,-23.73834324318095,4.90431605803261e-11,-22.62678518360452,-2.289562043256104e-05,0.9999999702110327,-2.968896772533085e-08,-19.376146020096932,3.8464193734510955e-09,-19.35045715687575,großartig
Theater,lockere Chefin,Luisa,Sophie,1,-21.362889596511536,5.293680171582633e-10,-21.186304947399872,-8.04485934296586,0.0003218879714229789,-8.0413066771247,-9.438179322768859,7.99086086977565e-05,-9.434625716165902,-17.322727728415476,3.0086918131304484e-08,-17.31585718087286,-0.00395426312470569,0.9995981728035932,-0.000401907850548022,schrecklich
Theater,lockere Chefin,Katharina,Miriam,2,-18.86327866976977,6.4263661419624415e-09,-18.84741553523688,-6.844471236308902,0.0010657791338590816,-6.844049072379342,-0.006449980194575691,0.9939902213071857,-0.0060279099924781185,-17.29467141653375,3.0846290207095066e-08,-17.291012709068088,-5.310010257133167,0.0049439622862986875,-5.309588166804983,okay
Theater,lockere Chefin,Sophie,Miriam,3,-17.15633719020268,3.5412248036941263e-08,-17.153388184843966,-19.061198388359937,5.270875890562915e-09,-19.042274833614044,-0.00012915187260403605,0.9999999514268513,-4.8473149891966144e-08,-18.892432862334427,6.2398870291304684e-09,-18.87640488740517,-20.222536245591616,1.650137626863326e-09,-20.163571408181358,okay
Theater,lockere Chefin,Katharina,Luisa,4,-1.232480618145853,0.2944146594567547,-1.2227660986770668,-11.502912259509339,1.0199236021009562e-05,-11.493187935772339,-4.32979545274058,0.013298807178394408,-4.32008092609198,-0.3774868052284417,0.6922748043376586,-0.3677722859548611,-13.400093840450122,1.5297911711483375e-06,-13.390313955058193,großartig
Theater,lockere Chefin,Sophie,Katharina,5,-16.781581224377057,5.150810696125914e-08,-16.77958706514733,-20.905234481536063,8.336729955696278e-10,-20.791894850812973,-22.88908416169395,1.1466233062457003e-10,-22.261954877650172,-5.4661389769428285e-05,0.9999999380453356,-6.185466630345923e-08,-18.47221581203266,9.498222010954496e-09,-18.46168796281783,großartig
Theater,gefürchtete Chefin,Anna,Katharina,1,-22.408992619047197,1.856619225939216e-10,-21.97621209315922,-9.42994157035411,8.043648687567082e-05,-9.428041424645375,-12.99982246829036,2.2650277084388817e-06,-12.997879417202038,-18.764650503685953,7.102978731784531e-09,-18.748771183732075,-0.001981614716391581,0.9999172911967753,-8.27121237780898e-05,schrecklich
Theater,gefürchtete Chefin,Luisa,Miriam,2,-18.358485714951353,1.0664120681796705e-08,-18.347047392532126,-4.140345900576146,0.0159508824859166,-4.138241116741956,-0.20074798301775926,0.8198423564375301,-0.1986432053308411,-15.967513673419766,1.1649600040065691e-07,-15.9645508654995,-1.8087344589049645,0.16420663391643228,-1.8066296807310323,okay
