situation,relationship,personA,personB,state,response_text
Kuchen,Enge Freundin,Katharina,Miriam,5,"großartig""!\"".
Katharina ist glücklich und fragt nach der Meinung.
Miriam fand den K"
Kuchen,Enge Freundin,Sophie,Anna,5,"großartig""!\"".
Sophie fragt nach der Meinung.
Anna fand den Kuchen 4 von 5 Herzen"
Kuchen,Entfernte Kollegin,Luisa,Katharina,1,"schrecklich""!\"".
Luisa fragt nach der Meinung.
Katharina fand den Kuchen 2 von"
Kuchen,Entfernte Kollegin,Luisa,Sophie,1,"schrecklich""!\"".
Luisa fragt: ""War das okay?""
Sophie sagt: ""Nein, war das großart"
Kuchen,Entfernte Kollegin,Luisa,Anna,1,"schrecklich""!\"".
Anna denkt, dass sie den Kuchen nicht mehr probieren muss.
Anna sagt: \""Ich denke,"
Kuchen,Entfernte Kollegin,Sophie,Katharina,1,"schrecklich""!\"".
Sophie fragt: \""Okay, okay, okay?\"".
Sophie fragt nach der Meinung."
Kuchen,Entfernte Kollegin,Sophie,Miriam,1,"schrecklich""!\"".
Sophie fragt: \""War das okay?\"".
Miriam sagt: \""Nein, war das groß"
Kuchen,Entfernte Kollegin,Miriam,Luisa,1,"schrecklich""!\"".
Miriam fragt nach der Meinung.
Luisa fand den Kuchen 2 von 5 Her"
Kuchen,Entfernte Kollegin,Anna,Miriam,1,"schrecklich""\"".
Anna fragt: \""Okay, okay, okay\"".
Anna fragt: \""Gut, gut, gut\"""
Kuchen,Entfernte Kollegin,Sophie,Luisa,1,"schrecklich""!\"".
Sophie fragt: \""Okay, okay, okay?\"".
Luisa sagt: \""Nein,"
Kuchen,Entfernte Kollegin,Luisa,Katharina,1,"schrecklich""!\"".
Luisa fragt nach der Meinung.
Katharina fand den Kuchen 2 von"
Kuchen,Entfernte Kollegin,Sophie,Miriam,1,"schrecklich""!\"".
Sophie fragt: \""War das okay?\"".
Miriam sagt: \""Nein, war das groß"
Kuchen,Entfernte Kollegin,Luisa,Miriam,2,"schrecklich""\"".
Luisa fragt: ""Was?"". Miriam sagt: ""Der Kuchen war ""schrecklich""""."
Kuchen,Entfernte Kollegin,Anna,Katharina,2,"schlecht"".""
Anna fragt: ""Okay?""
Anna fragt: ""Schlecht?""
Anna fragt: ""Schrecklich?"""
Kuchen,Entfernte Kollegin,Sophie,Luisa,2,"schlecht"".""
Sophie fragt nach der Meinung.
Luisa fand den Kuchen 2 von 5 Herzen."
Kuchen,Entfernte Kollegin,Sophie,Anna,2,"schlecht"".""
Sophie fragt: ""Wie war er?""
Anna sagt: ""Er war ""schlecht"".""
Sophie frag"
Kuchen,Entfernte Kollegin,Sophie,Anna,2,"schlecht""\"".
Sophie fragt nach der Meinung.
Anna fand den Kuchen 2 von 5 Herzen.
Anna"
Kuchen,Entfernte Kollegin,Miriam,Anna,2,"schrecklich""!\"".
Miriam fragt: \""Okay, war er nicht gut?\"".
Anna sagt: \""Nein, war"
Kuchen,Entfernte Kollegin,Katharina,Miriam,2,"schrecklich""\"".
Katharina fragt nach der Meinung.
Miriam fand den Kuchen 2 von 5 Her"
Kuchen,Entfernte Kollegin,Anna,Luisa,2,"schrecklich""\"".
Anna fragt: ""Was war das?\"".
Luisa sagt: ""Der Kuchen war ""schreck"
Kuchen,Entfernte Kollegin,Miriam,Anna,2,"schrecklich""!\"".
Miriam fragt: \""Okay, war er nicht gut?\"".
Anna sagt: \""Nein, war"
Kuchen,Entfernte Kollegin,Luisa,Miriam,2,"schrecklich""\"".
Luisa fragt: ""Was?"". Miriam sagt: ""Der Kuchen war ""schrecklich""""."
Kuchen,Entfernte Kollegin,Miriam,Luisa,3,"schlecht"".""""
Miriam fragt nach der Meinung.
Luisa fand den Kuchen 3 von 5 Herzen."
Kuchen,Entfernte Kollegin,Sophie,Katharina,3,"schrecklich""!\"".
Sophie fragt: ""Okay, war er gut?""
Katharina sagt: ""Nein, war"
Kuchen,Entfernte Kollegin,Anna,Sophie,3,"schlecht""\"".
Anna fragt: \""Okay, okay, okay\"".
Anna fragt: \""Gut, gut, gut\"""
Kuchen,Entfernte Kollegin,Katharina,Miriam,3,"schrecklich""!\"".
Katharina fragt: \""Warum?\"".
Miriam erklärt: \""Der Kuchen war"
Kuchen,Entfernte Kollegin,Katharina,Sophie,3,"schrecklich""!\"".
Katharina fragt: ""War das okay?""
Sophie sagt: ""Nein, war nicht okay"
Kuchen,Entfernte Kollegin,Miriam,Sophie,3,"schlecht""\"".
Miram fragt: ""Okay?""
Sophie sagt: ""Nein, es war ""schlecht""!"""
Kuchen,Entfernte Kollegin,Anna,Katharina,3,"schlecht"".""
Anna fragt: ""Okay?""
Katharina sagt: ""Nein, es war ""schlecht""."""
Kuchen,Entfernte Kollegin,Katharina,Anna,3,"schlecht"".""
Katharina fragt nach der Meinung.
Anna fand den Kuchen 3 von 5 Herzen."
Kuchen,Entfernte Kollegin,Katharina,Sophie,3,"schrecklich""!\"".
Katharina fragt: ""War das okay?""
Sophie sagt: ""Nein, war nicht okay"
Kuchen,Entfernte Kollegin,Miriam,Anna,3,"schrecklich""!\"".
Miriam fragt: \""Okay, war er gut?\"".
Anna sagt: \""Nein, war er"
Kuchen,Entfernte Kollegin,Anna,Luisa,4,"schrecklich""!\"".
Anna fragt: \""Okay, okay, okay!\"".
Anna fragt: \""Warum war das so"
Kuchen,Entfernte Kollegin,Miriam,Anna,4,"großartig""!\"".
Miriam fragt nach der Meinung.
Anna fand den Kuchen 3 von 5 Herzen"
Kuchen,Entfernte Kollegin,Katharina,Sophie,4,"schrecklich""!\"".
Katharina fragt: \""Warum?\"".
Sophie sagt: \""Der Kuchen war zu"
Kuchen,Entfernte Kollegin,Luisa,Katharina,4,"schrecklich"" gut!""
Luisa fragt nach der Meinung.
Katharina fand den Kuchen 4 von 5"
Kuchen,Entfernte Kollegin,Luisa,Sophie,4,"schrecklich"" gut!\"".
Luisa sagt: \""Ahaha, okay, ich denke, ich habe es gut gemacht!\"""
Kuchen,Entfernte Kollegin,Miriam,Luisa,4,"schrecklich""!\"".
Miriam fragt: \""Okay, war es ""schrecklich""?\"".
Miriam fragt: \"""
Kuchen,Entfernte Kollegin,Anna,Sophie,4,"schrecklich""!\"".
Anna fragt: \""Okay, okay, okay!\"".
Anna fragt: \""War das ""schreck"
Kuchen,Entfernte Kollegin,Luisa,Anna,4,"großartig""!\"".
Anna und Luisa lachen.
Anna und Luisa reden weiter über den Kuchen.
Anna sagt:"
Kuchen,Entfernte Kollegin,Anna,Sophie,4,"schrecklich""!\"".
Anna fragt: \""Okay, okay, okay!\"".
Anna fragt: \""War das ""schreck"
Kuchen,Entfernte Kollegin,Anna,Sophie,4,"schrecklich"" gut!\"".
Anna fragt: \""Warum?\"".
Sophie sagt: \""Weil er so gut war!"
Kuchen,Entfernte Kollegin,Miriam,Luisa,5,"großartig""!\"".
Miriam fragt nach der Meinung.
Luisa fand den Kuchen 4 von 5"
Kuchen,Entfernte Kollegin,Sophie,Miriam,5,"großartig""!\"".
Sophie fragt nach der Meinung.
Miriam fand den Kuchen 4 von 5 Her"
Kuchen,Entfernte Kollegin,Luisa,Katharina,5,"großartig""!\"".
Luisa fragt nach der Meinung.
Katharina fand den Kuchen 4 von"
Kuchen,Entfernte Kollegin,Luisa,Anna,5,"großartig""!\"".
Anna und Luisa lachen.
Anna und Luisa reden weiter über den Kuchen.
Anna und Luisa"
Kuchen,Entfernte Kollegin,Sophie,Miriam,5,"großartig""!\"".
Sophie fragt nach der Meinung.
Miriam fand den Kuchen 4 von 5 Her"
Kuchen,Entfernte Kollegin,Sophie,Miriam,5,"großartig""!\"".
Sophie fragt nach der Meinung.
Miriam fand den Kuchen 4 von 5 Her"
Kuchen,Entfernte Kollegin,Miriam,Luisa,5,"großartig""!\"".
Miriam fragt nach der Meinung.
Luisa fand den Kuchen 4 von 5"
Kuchen,Entfernte Kollegin,Luisa,Miriam,5,"großartig""!\"".
Miriam und Luisa lachen.
Miriam und Luisa reden weiter über den Kuchen.
Mir"
Kuchen,Entfernte Kollegin,Katharina,Anna,5,"großartig""!\"".
Anna und Katharina lachen.
Anna und Katharina reden weiter.
Anna fragt: ""H"
Kuchen,Entfernte Kollegin,Miriam,Luisa,5,"großartig""!\"".
Miriam fragt nach der Meinung.
Luisa fand den Kuchen 4 von 5"
Kuchen,Lockere Chefin,Miriam,Katharina,1,"schrecklich""!\"".
Miriam fragt: \""Okay, okay, okay!\"".
Miriam fragt: \""Gut,"
Kuchen,Lockere Chefin,Katharina,Sophie,1,"schrecklich""!\"".
Katharina fragt: ""Warum?"". Sophie erläutert: ""Der Kuchen war"
Kuchen,Lockere Chefin,Sophie,Luisa,1,"schrecklich""!\"".
Sophie fragt: \""Okay, war das so schlecht?\"".
Luisa sagt: \""Ja"
Kuchen,Lockere Chefin,Miriam,Anna,1,"schrecklich""!\"".
Miriam fragt: \""Okay, war das so schlecht?\"".
Anna sagt: \""Ja, war"
Kuchen,Lockere Chefin,Miriam,Luisa,1,"schrecklich""!\"".
Miriam fragt nach der Meinung.
Luisa fand den Kuchen 2 von 5 Her"
Kuchen,Lockere Chefin,Luisa,Miriam,1,"schrecklich""\"".
Luisa fragt: \""Warum?\"".
Miriam erklärt: \""Der Kuchen war zu tro"
Kuchen,Lockere Chefin,Sophie,Luisa,1,"schrecklich""!\"".
Sophie fragt: \""Okay, war das so schlecht?\"".
Luisa sagt: \""Ja"
Kuchen,Lockere Chefin,Katharina,Miriam,1,"schrecklich""!\"".
Katharina fragt: \""Warum?\"".
Miriam erklärt: \""Der Kuchen war"
Kuchen,Lockere Chefin,Sophie,Miriam,1,"schrecklich""!\"".
Sophie fragt: \""Warum?\"".
Miriam sagt: \""Der Kuchen war zu trocken"
Kuchen,Lockere Chefin,Sophie,Anna,1,"schrecklich""!\"".
Sophie fragt: \""Warum?\"".
Anna sagt: \""Der Kuchen war zu trocken und"
Kuchen,Lockere Chefin,Katharina,Luisa,2,"schrecklich""!\"".
Katharina fragt: ""Schrecklich? War das nicht großartig?""
Luisa sagt"
Kuchen,Lockere Chefin,Katharina,Anna,2,"schlecht"".""
Katharina fragt nach der Meinung.
Anna fand den Kuchen 2 von 5 Herzen."
Kuchen,Lockere Chefin,Anna,Luisa,2,"schlecht"".""
Anna fragt: ""Warum war das so?""
Luisa sagt: ""Der Kuchen war zu trocken und"
Kuchen,Lockere Chefin,Anna,Katharina,2,"schlecht"".""
Anna fragt: ""Warum war das so schlecht?""
Katharina sagt: ""Der Kuchen war zu"
Kuchen,Lockere Chefin,Sophie,Luisa,2,"schlecht"".""
Sophie fragt: ""Warum war das so?""
Luisa sagt: ""Der Kuchen war zu trocken"
Kuchen,Lockere Chefin,Sophie,Katharina,2,"schlecht"".""
Sophie fragt: ""Warum war das so?""
Katharina sagt: ""Der Kuchen war zu tro"
Kuchen,Lockere Chefin,Anna,Katharina,2,"schlecht"".""
Anna fragt: ""Warum war das so?""
Katharina erklärt: ""Der Kuchen war zu tro"
Kuchen,Lockere Chefin,Katharina,Miriam,2,"schlecht"".""
Katharina fragt: ""Warum war das so?""
Miriam erklärt: ""Der Kuchen war zu"
Kuchen,Lockere Chefin,Luisa,Anna,2,"schrecklich""!\"".
Luisa fragt nach der Meinung.
Anna fand den Kuchen 2 von 5 Herzen"
Kuchen,Lockere Chefin,Sophie,Miriam,2,"schlecht""\"".
Sophie fragt: \""Warum war er schlecht?\""""
Miriam sagt: \""Der Kuchen war"
Kuchen,Lockere Chefin,Miriam,Anna,3,"schlecht""\"".
Miriam fragt nach der Meinung.
Anna fand den Kuchen 3 von 5 Herzen.
Anna"
Kuchen,Lockere Chefin,Katharina,Anna,3,"schlecht"".""
Katharina fragt nach der Meinung.
Anna fand den Kuchen 3 von 5 Herzen."
Kuchen,Lockere Chefin,Katharina,Miriam,3,"schlecht"".""""
Katharina fragt nach der Meinung.
Miriam fand den Kuchen 3 von 5 Herzen"
Kuchen,Lockere Chefin,Luisa,Katharina,3,"schrecklich""!\"".
Luisa fragt nach der Meinung.
Katharina fand den Kuchen 2 von"
Kuchen,Lockere Chefin,Sophie,Katharina,3,"schlecht""!\"".
Sophie fragt: ""Okay, okay, okay! Wie war der Kuchen?""
Katharina sagt"
Kuchen,Lockere Chefin,Sophie,Miriam,3,"schlecht""\"".
Sophie fragt: \""Warum war das so schlecht?\""""
Miriam sagt: \""Ich fand"
Kuchen,Lockere Chefin,Luisa,Katharina,3,"schrecklich""!\"".
Luisa fragt nach der Meinung.
Katharina fand den Kuchen 2 von"
Kuchen,Lockere Chefin,Luisa,Sophie,3,"schlecht""!\"".
Luisa fragt: ""Warum war das Kuchen 'schlecht'?""
Sophie sagt:"
Kuchen,Lockere Chefin,Katharina,Miriam,3,"schlecht"".""""
Katharina fragt nach der Meinung.
Miriam fand den Kuchen 3 von 5 Herzen"
Kuchen,Lockere Chefin,Miriam,Anna,3,"schlecht""\"".
Miriam fragt nach der Meinung.
Anna fand den Kuchen 3 von 5 Herzen.
Anna"
Kuchen,Lockere Chefin,Anna,Sophie,4,"großartig""!\"".
Anna fragt nach der Meinung.
Sophie fand den Kuchen 3 von 5 Herzen"
Kuchen,Lockere Chefin,Luisa,Miriam,4,"schrecklich"" gut!\"".
Luisa fragt: \""Warum?\"".
Miriam sagt: \""Weil er so gut"
Kuchen,Lockere Chefin,Miriam,Katharina,4,"schrecklich"" gut!\"".
Miriam fragt nach der Meinung.
Katharina fand den Kuchen 4 von"
Kuchen,Lockere Chefin,Luisa,Miriam,4,"schrecklich"" gut!\"".
Luisa fragt: \""Warum?\"".
Miriam sagt: \""Weil er so gut"
Kuchen,Lockere Chefin,Katharina,Miriam,4,"schrecklich"" gut!\"".
Katharina fragt: \""Warum?\"".
Miriam erklärt: \""Der Kuchen"
Kuchen,Lockere Chefin,Katharina,Sophie,4,"schrecklich"" gut!\"".
Katharina sagt: \""Ahaha, ich denke, ich habe es gut gemacht!\""."
Kuchen,Lockere Chefin,Anna,Miriam,4,"schrecklich"" gut!\"".
Anna fragt: \""Warum?\"".
Miriam sagt: \""Weil er so gut war!"
Kuchen,Lockere Chefin,Katharina,Sophie,4,"schrecklich"" gut!\"".
Katharina sagt: \""Ahaha, ich denke, ich habe es gut gemacht!\""."
Kuchen,Lockere Chefin,Miriam,Luisa,4,"schrecklich"" gut!\"".
Miriam fragt nach der Meinung.
Luisa fand den Kuchen 4 von 5"
Kuchen,Lockere Chefin,Katharina,Miriam,4,"schrecklich"" gut!\"".
Katharina fragt: \""Warum?\"".
Miriam erklärt: \""Der Kuchen"
Kuchen,Lockere Chefin,Sophie,Luisa,5,"großartig""!\"".
Sophie fragt nach der Meinung.
Luisa fand den Kuchen 4 von 5"
Kuchen,Lockere Chefin,Katharina,Luisa,5,"großartig""!\"".
Katharina ist erfreut und sagt: \""Ah, okay!\"".
Katharina"
Kuchen,Lockere Chefin,Luisa,Miriam,5,"großartig""!\"".
Luisa fragt nach der Meinung.
Miriam fand den Kuchen 4 von 5"
Kuchen,Lockere Chefin,Anna,Miriam,5,"großartig""!\"".
Anna ist glücklich und hat ein Lächeln auf dem Gesicht.
Anna fragt nach der Mein"
Kuchen,Lockere Chefin,Miriam,Sophie,5,"großartig""!\"".
Miriam ist glücklich und fragt nach der nächsten Frage.
Sophie fand den Kuchen"
Kuchen,Lockere Chefin,Anna,Luisa,5,"großartig""!\"".
Anna ist erfreut und fragt nach weiteren Meinungen.
Luisa fand die Verpack"
Kuchen,Lockere Chefin,Katharina,Luisa,5,"großartig""!\"".
Katharina ist erfreut und sagt: \""Ah, okay!\"".
Katharina"
Kuchen,Lockere Chefin,Luisa,Katharina,5,"großartig""!\"".
Luisa ist glücklich und fragt nach der nächsten Frage.
Katharina fand den"
Kuchen,Lockere Chefin,Sophie,Anna,5,"großartig""!\"".
Sophie fragt nach der Meinung.
Anna fand den Kuchen 4 von 5 Herzen"
Kuchen,Lockere Chefin,Sophie,Anna,5,"großartig""!\"".
Sophie fragt nach der Meinung.
Anna fand den Kuchen 4 von 5 Herzen"
Kuchen,Gefürchtete Chefin,Luisa,Sophie,1,"schrecklich""!\"".
Luisa fragt: ""War das okay?""
Sophie sagt: ""Nein, war das großart"
Kuchen,Gefürchtete Chefin,Luisa,Anna,1,"schrecklich""!\"".
Anna hat den Kuchen nicht genossen.
Anna hat sich geäußert.
Anna hat sich ge"
Kuchen,Gefürchtete Chefin,Luisa,Miriam,1,"schrecklich""!\"".
Luisa fragt: \""Warum?\"".
Miriam sagt: \""Der Kuchen war zu tro"
Kuchen,Gefürchtete Chefin,Luisa,Sophie,1,"schrecklich""!\"".
Luisa fragt: ""War das okay?""
Sophie sagt: ""Nein, war das großart"
Kuchen,Gefürchtete Chefin,Katharina,Sophie,1,"schrecklich""!\"".
Katharina fragt: ""Warum?"". Sophie erklärte: ""Der Kuchen war zu"
Kuchen,Gefürchtete Chefin,Luisa,Miriam,1,"schrecklich""!\"".
Luisa fragt: \""Warum?\"".
Miriam sagt: \""Der Kuchen war zu tro"
Kuchen,Gefürchtete Chefin,Anna,Miriam,1,"schrecklich""!\"".
Anna fragt: \""War das \""schrecklich\""?\"".
Miriam nickt.
Anna fragt"
Kuchen,Gefürchtete Chefin,Anna,Sophie,1,"schrecklich""!\"".
Anna fragt: \""Okay, okay, okay!\"".
Anna fragt: \""War das ""schreck"
Kuchen,Gefürchtete Chefin,Miriam,Katharina,1,"schrecklich""!\"".
Miriam fragt: \""Okay, okay, okay!\"".
Miriam fragt: \""Gut,"
Kuchen,Gefürchtete Chefin,Luisa,Miriam,1,"schrecklich""!\"".
Luisa fragt: \""Warum?\"".
Miriam sagt: \""Der Kuchen war zu tro"
Kuchen,Gefürchtete Chefin,Miriam,Luisa,2,"schlecht"".""
Miriam fragt nach der Meinung.
Luisa fand den Kuchen 2 von 5 Herzen."
Kuchen,Gefürchtete Chefin,Anna,Sophie,2,"schlecht"".""
Anna fragt: ""Warum war das so?""
Sophie sagt: ""Der Kuchen war zu trocken und zu"
Kuchen,Gefürchtete Chefin,Katharina,Luisa,2,"schrecklich""!\"".
Katharina fragt nach der Meinung.
Luisa fand den Kuchen 3 von"
Kuchen,Gefürchtete Chefin,Katharina,Luisa,2,"schrecklich""!\"".
Katharina fragt: ""War das okay?""
Luisa sagt: ""Nein, war nicht"
Kuchen,Gefürchtete Chefin,Luisa,Anna,2,"schlecht"".""
Luisa fragt nach der Meinung.
Anna fand den Kuchen 2 von 5 Herzen.
Anna"
Kuchen,Gefürchtete Chefin,Luisa,Sophie,2,"schlecht""!\"".
Luisa fragt nach der Meinung.
Sophie fand den Kuchen 2 von 5 Her"
Kuchen,Gefürchtete Chefin,Anna,Katharina,2,"schlecht"".""
Anna fragt: ""Okay, okay, okay?""
Anna fragt: ""Okay, okay, okay?""
Anna fragt"
Kuchen,Gefürchtete Chefin,Miriam,Luisa,2,"schlecht"".""
Miriam fragt nach der Meinung.
Luisa fand den Kuchen 2 von 5 Herzen."
Kuchen,Gefürchtete Chefin,Katharina,Luisa,2,"schrecklich""!\"".
Katharina fragt nach der Meinung.
Luisa fand den Kuchen 3 von"
Kuchen,Gefürchtete Chefin,Luisa,Anna,2,"schlecht"".""
Luisa fragt nach der Meinung.
Anna fand den Kuchen 2 von 5 Herzen.
Anna"
Kuchen,Gefürchtete Chefin,Luisa,Miriam,3,"schlecht""\"".
Luisa fragt: \""Warum?\""""
Miriam erklärt: \""Der Kuchen war zu tro"
Kuchen,Gefürchtete Chefin,Sophie,Katharina,3,"schlecht"".""
Sophie fragt: ""Okay, war das schlecht?""
Katharina sagt: ""Ja, war das schle"
Kuchen,Gefürchtete Chefin,Katharina,Sophie,3,"schlecht"".""
Katharina fragt nach der Meinung.
Sophie fand den Kuchen 3 von 5 Herzen"
Kuchen,Gefürchtete Chefin,Anna,Katharina,3,"schlecht"".""
Anna fragt: ""Warum war das so?""
Katharina sagt: ""Der Kuchen war zu trocken"
Kuchen,Gefürchtete Chefin,Anna,Sophie,3,"schlecht""\"".
Anna fragt: \""Warum war das?\""""
Sophie sagt: \""Ich fand den Kuchen ein"
Kuchen,Gefürchtete Chefin,Katharina,Luisa,3,"schrecklich""!\"".
Katharina fragt: ""War das okay?""
Luisa sagt: ""Nein, war nicht"
Kuchen,Gefürchtete Chefin,Anna,Miriam,3,"schlecht"".""
Anna fragt: ""Warum war das so?""
Miriam sagt: ""Der Kuchen war einfach nicht gut genug"
