situation,relationship,personA,personB,state,logit_schrecklich,prob_schrecklich,logprob_schrecklich,logit_okay,prob_okay,logprob_okay,logit_großartig,prob_großartig,logprob_großartig,logit_schlecht,prob_schlecht,logprob_schlecht,logit_gut,prob_gut,logprob_gut,pred_top1
Kuchen,Lockere Chefin,Katharina,Anna,5,-10.05559822468855,0.0004997253889030285,-7.601451632503895,-8.986101272851924,0.0014561564533199726,-6.531954812103217,-2.458082593753571,0.996071535008644,-0.003936201578406833,-11.702801655066592,9.624098389600156e-05,-9.24865422393399,-8.732577446252803,0.001876342165236964,-6.278431000882851,großartig
Kuchen,Gefürchtete Chefin,Sophie,Katharina,1,-6.954812269182446,0.46294303376490015,-0.7701512694744316,-7.726150549533209,0.21406200776050535,-1.5414895495740497,-10.631961045168337,0.01171014117305322,-4.447300037136726,-7.359076297194971,0.3089995996541198,-1.1744152973793411,-12.265955008151373,0.002285217647421389,-6.081293964899861,schrecklich
Kuchen,Gefürchtete Chefin,Anna,Luisa,2,-7.875321755927487,0.030657838317418005,-3.4848669097388347,-4.545211522741782,0.8566235859370518,-0.15475667969820114,-9.849578884554381,0.004257283314942317,-5.45912401813838,-6.72017240619408,0.09732323086348352,-2.329717562239732,-8.887841909094321,0.01113806156710448,-4.497387057189255,okay
Kuchen,Gefürchtete Chefin,Sophie,Miriam,3,-8.929453444986217,0.0077060636479533914,-4.865747760303513,-4.155286049483606,0.91248796944917,-0.09158037766810502,-8.055337228180376,0.018469555400987932,-3.99163155106015,-8.087546608945805,0.017884140986753887,-4.0238409316483486,-7.199797844527551,0.04345227051513492,-3.136092170520265,okay
Kuchen,Gefürchtete Chefin,Luisa,Anna,4,-8.52240354018769,0.009435144714130228,-4.663313751669955,-4.847925611394384,0.37200952006074,-0.9888358332065095,-4.440903514879341,0.5588837785799637,-0.5818137367813492,-9.492869063376773,0.0035750386723371512,-5.633779257485983,-6.739771314519384,0.05609651797282874,-2.8806815348176777,großartig
Kuchen,Gefürchtete Chefin,Anna,Miriam,5,-9.955261663855897,0.0006785809050789591,-7.295506697342545,-8.686714065708262,0.0024128196248042535,-6.026959205115977,-2.6652651041317537,0.9945048687889059,-0.005510284884201337,-11.476416722103643,0.00014824238268519368,-8.816661228385954,-8.754143608249766,0.0022554882985258043,-6.09438874476647,großartig
Lied,Enge Freundin,Sophie,Anna,1,-7.51876231147833,0.19647051026362758,-1.6272429334204792,-6.805240654162709,0.40102910365583955,-0.9137212763644824,-9.339610174796876,0.031806303128540374,-3.448090794103977,-6.956423849815063,0.34476078741093114,-1.064904471976138,-9.543746971301381,0.0259332955410614,-3.6522275898964662,okay
Lied,Enge Freundin,Miriam,Luisa,2,-7.819944794891605,0.10412255138173605,-2.262186693953023,-6.0063581633354,0.6385214157463973,-0.44860006320061235,-8.765872350330293,0.04043278754152627,-3.2081142478788767,-7.223968966031377,0.18896171207603496,-1.6662108655239933,-9.13468362567671,0.027961533254305428,-3.576925522122192,okay
Lied,Enge Freundin,Luisa,Anna,3,-8.14716988141912,0.02208392070906498,-3.812905500463119,-4.879209078350122,0.5798738483623926,-0.5449447017498512,-5.497218336945231,0.3125615214576131,-1.1629539601974743,-7.825063435350472,0.030476509911897,-3.4907990556414368,-7.2346101174736575,0.055004199559032366,-2.9003457392277947,okay
Lied,Enge Freundin,Sophie,Katharina,4,-9.457138784223224,0.0027510745815061423,-5.8957636503685,-8.013993851699928,0.011648023684288857,-4.452618745609488,-3.5834359915251333,0.9781806678845872,-0.02206089391761126,-10.435381068302913,0.0010343252773420207,-6.874005874116241,-8.615036599197486,0.00638590857227558,-5.053661486032715,großartig
Lied,Enge Freundin,Katharina,Miriam,5,-10.730649230981147,0.0002966773331057005,-8.122865093197184,-10.686135707658936,0.0003101818228995675,-8.078351584549948,-2.6094561413615103,0.9983290569384041,-0.0016723405438567932,-11.846554040373833,9.71970458298906e-05,-9.238769210819022,-9.549212871355225,0.0009668868597607171,-6.941428967213026,großartig
Lied,Entfernte Kollegin,Luisa,Katharina,1,-7.337956042924564,0.3308648992578579,-1.1060451459643517,-8.123147817486924,0.15088506048962388,-1.891236920166194,-7.625254866097353,0.2482437954703248,-1.3933439690365494,-7.706621678982542,0.22884490346608063,-1.4747107818875913,-9.422166677350205,0.04116134131611301,-3.190255778262767,schrecklich
Lied,Entfernte Kollegin,Miriam,Anna,2,-8.114493500221052,0.08473238634033066,-2.4682573839337616,-6.094004089353857,0.6390529435718323,-0.44776797409027147,-9.047660255955556,0.03332577555072081,-3.401424137847772,-7.177105327688901,0.2163475335655247,-1.530869212119578,-9.275287086485205,0.02654136097159144,-3.629050967610397,okay
Lied,Entfernte Kollegin,Katharina,Anna,3,-9.07477308071162,0.012533377564478981,-4.37935998020116,-5.676059862911862,0.3750684372309735,-0.9806467701134804,-5.318416338760506,0.5363312815560767,-0.6230032460422903,-8.841719780951612,0.015822747036959062,-4.1463066820998336,-7.504762789547605,0.06024415661151168,-2.809349695355929,großartig
Lied,Entfernte Kollegin,Sophie,Anna,4,-9.990554458346361,0.00258322739585362,-5.958715694471244,-7.066124939536527,0.048108990128686836,-3.03428621229406,-4.112618433218251,0.9223968656651194,-0.0807797079459842,-10.389834456149764,0.0017328363038080763,-6.357995673277056,-7.713620209311918,0.025178080506532065,-3.6817814801763555,großartig
Lied,Entfernte Kollegin,Miriam,Katharina,5,-10.117002666981291,0.0007663803628182442,-7.173831823779938,-11.098853456534798,0.00028709920387863443,-8.155682395505348,-2.9450804255708896,0.9980921094883173,-0.0019097127528479284,-12.148194781960191,0.00010053304593470502,-9.205023074545032,-10.133450853385384,0.0007538778990511785,-7.190280008020067,großartig
Lied,Lockere Chefin,Anna,Miriam,1,-7.768912419899772,0.1852918311871007,-1.6858232303802898,-6.958977667015359,0.4164918114154707,-0.8758884777954655,-7.808622765392143,0.17807800819391684,-1.7255335758507986,-7.835423716891231,0.17336873649668327,-1.752334527334633,-9.145610777061746,0.0467696127068285,-3.0625215859438124,okay
Lied,Lockere Chefin,Katharina,Luisa,2,-7.694269283485327,0.09706529092886095,-2.33237142352092,-5.797846416345837,0.6466509904805258,-0.43594855725702064,-8.474155104948165,0.044500393550660024,-3.112257243766821,-7.033833244048567,0.1878830874027245,-1.6719353845821476,-9.095764736047984,0.02390023763722898,-3.7338668729297524,okay
Lied,Lockere Chefin,Anna,Sophie,3,-8.772904547756566,0.012716728473066919,-4.364836941800549,-4.720633038362766,0.7315677533885621,-0.3125654401337133,-6.061133035938016,0.1914620929790745,-1.6530654373233595,-8.806038523928912,0.012302276827140064,-4.397970917707975,-7.365519055208469,0.05195114833215663,-2.9574514551912237,okay
Lied,Lockere Chefin,Anna,Miriam,4,-9.948739970447036,0.0019451714774605402,-6.242405091169741,-8.100266097971213,0.012352074304870859,-4.3939312620074595,-3.731991609643244,0.9746695565627645,-0.02565678167269802,-10.894210385038651,0.0007556928426230382,-7.187875424841816,-8.284132598825705,0.010277504812281023,-4.57779776122777,großartig
Lied,Lockere Chefin,Luisa,Sophie,5,-9.348323804824105,0.0013082077015332027,-6.639097168891878,-8.557609727172805,0.00288455923839144,-5.848383133013695,-2.7162375430158834,0.9930135360852176,-0.007010983423411129,-10.673165190868746,0.00034778063665825764,-7.963938343839446,-8.722562005310012,0.0024459163381995385,-6.0133354049337715,großartig
Lied,Gefürchtete Chefin,Miriam,Sophie,1,-7.314235062347299,0.14799744199531578,-1.9105602885071353,-6.214422055121678,0.44452575599671956,-0.8107472817322429,-7.335054978135502,0.1449480024061324,-1.9313802042811232,-7.169265898107071,0.17108562360850257,-1.765591124358092,-7.79571230017783,0.09144317599332966,-2.3920375259197786,okay
Lied,Gefürchtete Chefin,Sophie,Anna,2,-7.401097386922312,0.09655849408482899,-2.33760629692062,-5.4553859758936305,0.6757751430290674,-0.39189488677960227,-8.642007868183448,0.027917074747880136,-3.578516775635361,-6.793912600304687,0.1772096983279203,-1.7304215107743333,-8.85597305780281,0.022539589810303077,-3.792481964400122,okay
Lied,Gefürchtete Chefin,Sophie,Luisa,3,-8.554715221247017,0.01472981072164196,-4.21788189165579,-4.960321894530833,0.5360710494625313,-0.623488571542017,-5.3564713347607285,0.36072549485745425,-1.0196380116812358,-8.511734540517141,0.015376710526605032,-4.174901211211526,-6.95280217254597,0.07309693443176757,-2.61596884837565,okay
Lied,Gefürchtete Chefin,Miriam,Anna,4,-10.34630323197301,0.0022848593276834643,-6.081450776141741,-7.430477515679805,0.04218776184742357,-3.1656251012445504,-4.342137083790653,0.9256263164565787,-0.07728467161771879,-10.78696352252566,0.0014705613057015593,-6.522111042459518,-7.825145141107051,0.0284305010626127,-3.560292725524803,großartig
Lied,Gefürchtete Chefin,Miriam,Anna,5,-9.877559076878672,0.0008509666685044162,-7.069137480089425,-8.792262652429788,0.002519131264624952,-5.983841133457726,-2.814863202954141,0.9935789797445739,-0.006441723577656768,-11.345485856304,0.00019606498902633785,-8.537063866993325,-8.667154887232034,0.0028548573332705055,-5.858733372928176,großartig
Film,Enge Freundin,Miriam,Katharina,1,-8.68694491276141,0.2229928367942278,-1.5006156295884743,-9.716287165804518,0.0796623753491325,-2.5299578818247292,-11.551030209212648,0.012718458360512504,-4.364700918625569,-7.566833712664426,0.6835165360322744,-0.38050442979363297,-13.989910632296217,0.0011097934638529762,-6.803581259464874,schlecht
Film,Enge Freundin,Katharina,Anna,2,-7.8499635683666,0.044375967792192786,-3.1150572197693793,-4.953499391044017,0.8036487007133492,-0.2185930445758354,-9.715773323719725,0.006868105483475192,-4.980866962815921,-6.738805393744906,0.13480863193861575,-2.003899046659365,-9.310654237235422,0.010298594072366964,-4.57574788118161,okay
Film,Enge Freundin,Luisa,Katharina,3,-8.928641903636109,0.019463481869281242,-3.93921528866802,-5.378218794612814,0.6778751281443903,-0.3887921846350326,-6.583313107177442,0.20313459352595517,-1.5938864968548954,-7.956902575578924,0.05143296520223742,-2.9674759638043846,-8.0240279681968,0.04809383125813588,-3.034601356287269,okay
Film,Enge Freundin,Luisa,Miriam,4,-9.403288970085022,0.006738494569933889,-4.999918721742405,-7.249849910498054,0.058048310412156995,-2.8464796752728434,-4.498991876022488,0.9088078052580193,-0.09562164240994558,-9.279663976677458,0.007625222754770736,-4.8762937300605795,-8.378324146032721,0.018780167005119093,-3.974953907205447,großartig
Film,Enge Freundin,Miriam,Anna,5,-10.813728946066947,0.00027917906490511715,-8.183656814125925,-9.935063998287431,0.000672174737944292,-7.304992075768564,-2.6315220930386825,0.998550731914122,-0.0014503191904996393,-12.64485183353697,4.473385055680608e-05,-10.01477782434783,-10.329291979854814,0.00045318043247173244,-7.699219985444139,großartig
Film,Entfernte Kollegin,Anna,Sophie,1,-7.732346173508491,0.31665080233866466,-1.1499556818726966,-8.01766630538284,0.23804969750500082,-1.4352758136427697,-11.63840722294657,0.0063708859870134716,-5.056016715930178,-7.409946298146919,0.4371163785688364,-0.8275558065981582,-12.895584548791042,0.0018122356004845526,-6.313194002290592,schlecht
Film,Entfernte Kollegin,Luisa,Miriam,2,-8.59169184171912,0.062196476539222986,-2.777456926513086,-6.271379787106665,0.6330886156497996,-0.4571448733504831,-11.301365038034968,0.004139707588498948,-5.487130100280447,-7.043385721663826,0.2925408956001756,-1.2291508077237678,-10.638269740719947,0.008034304622302979,-4.824034814675093,okay
Film,Entfernte Kollegin,Anna,Sophie,3,-9.740999602893412,0.007059576150076648,-4.953370250513935,-5.005591196440745,0.8041561130220082,-0.21796185810207058,-6.857652508401919,0.1261828579906761,-2.070023169395097,-8.884604277341142,0.016622884658423206,-4.096974933111018,-7.867209238432933,0.045978568178815925,-3.079579898043686,okay
Film,Entfernte Kollegin,Katharina,Luisa,4,-10.9660442344876,0.000588496089624316,-7.437940106009941,-7.263682268825549,0.023859368960015198,-3.735578306081313,-3.5697106760155446,0.959246961477357,-0.04160671735828624,-10.753961206011757,0.0007275285996492054,-7.225857110007116,-7.690022371974963,0.015577644873354411,-4.1619184070024975,großartig
Film,Entfernte Kollegin,Luisa,Anna,5,-9.314627654663488,0.0014053591357536708,-6.567462325067521,-9.402537999731235,0.0012870883029108592,-6.655372663596711,-2.750824656460055,0.9963472894168426,-0.0036593979199078383,-11.364383833592392,0.0001809628900345969,-8.61721802255328,-9.904279409032993,0.0007793002544582825,-7.157114022272975,großartig
Film,Lockere Chefin,Anna,Miriam,1,-8.395639253990874,0.25870578779208503,-1.3520638170520796,-8.622623029288425,0.20617136383215068,-1.5790475922511367,-12.302751350894823,0.005199587859404915,-5.259175895110276,-7.682477133226173,0.5278718692112233,-0.6389016964844781,-13.232812467154636,0.0020513913051361044,-6.189236981854979,schlecht
Film,Lockere Chefin,Luisa,Sophie,2,-7.725683171755534,0.06516182290311426,-2.730881518305178,-5.2010737089741435,0.8136116973653497,-0.2062720569355194,-9.877613318147501,0.00757568376062162,-4.882811653031657,-7.238862801204536,0.10602703721919235,-2.244061148345665,-9.871287408314965,0.007623758751722064,-4.87648574328236,okay
Film,Lockere Chefin,Sophie,Anna,3,-9.163293967933413,0.01040964531052591,-4.565022459324838,-4.797369607952063,0.8194694920975534,-0.19909810882793275,-6.77414593518641,0.11350885401229595,-2.1758744353033217,-8.907098150665124,0.013449321078234204,-4.308826644227705,-7.741050371196692,0.04316268750139055,-3.142778869877776,okay
Film,Lockere Chefin,Luisa,Miriam,4,-9.619622877176067,0.004869182214371512,-5.324829258577975,-7.12716626190647,0.058873001981244774,-2.8323726621471366,-4.386453536865728,0.9124153738568763,-0.09165993869536741,-9.7511661969507,0.004269013115738744,-5.456372575465322,-8.228375902409399,0.019573428831768613,-3.93358229923967,großartig
Film,Lockere Chefin,Katharina,Sophie,5,-12.861707105595393,4.028419115858257e-05,-10.119548962556234,-12.109300728834974,8.548710020872188e-05,-9.367143898389644,-2.742358307278261,0.9997973739320575,-0.00020264649935747013,-14.60471991078413,7.049426795099357e-06,-11.862550064655332,-12.311955567396986,6.980534978015849e-05,-9.56979847416417,großartig
Film,Gefürchtete Chefin,Miriam,Anna,1,-7.3335283427784175,0.3746514766588209,-0.981759080477141,-7.717162830772064,0.2552801859139685,-1.3653935683459757,-10.576983084089946,0.014622207824773387,-4.225213815216672,-7.396082992492411,0.35193325759823196,-1.0443137301739043,-12.003090603294035,0.003512872004205224,-5.6513213127929385,schrecklich
Film,Gefürchtete Chefin,Katharina,Sophie,2,-8.185714427930387,0.040168918164108315,-3.2146617599227945,-5.168099037842632,0.8211525536770393,-0.19704637220274637,-9.936956034821385,0.006971649889041995,-4.965903354959473,-7.08003836859045,0.12136100011604536,-2.1089857022483565,-9.542219750122905,0.010345878153765064,-4.571167074939115,okay
Film,Gefürchtete Chefin,Miriam,Luisa,3,-9.38062853884459,0.014127425288897098,-4.2596373077414595,-5.3493619608418745,0.7958291619664892,-0.22837073669151942,-7.642661350919563,0.08032534114785532,-2.521670125649926,-7.996000145870356,0.05641563616993351,-2.875008920073098,-8.05276448006795,0.05330243542682487,-2.9317732541671626,okay
Film,Gefürchtete Chefin,Luisa,Sophie,4,-9.237552317111529,0.004056414004464703,-5.5074559211432605,-6.357872411691089,0.07223894021072895,-2.627776038990841,-3.824284325844825,0.9101116865507786,-0.09418795441899547,-9.808758702171792,0.0022912395243247434,-6.078662287211341,-8.212896749459643,0.011301719709702914,-4.48280036929548,großartig
Film,Gefürchtete Chefin,Anna,Miriam,5,-10.761948863763026,0.0004217018639282566,-7.771211740053393,-9.776877650784467,0.0011293186821932125,-6.786140675660201,-2.993614811813278,0.9971262120190078,-0.0028779251376846184,-11.978059045804187,0.000124984333660955,-8.987321359128925,-9.718019732998822,0.0011977831012099174,-6.7272827629359515,großartig
Theater,Enge Freundin,Miriam,Anna,1,-8.80160703831514,0.13876226350977752,-1.9749931438846637,-8.989598647074203,0.11498141718582519,-2.1629847524946784,-9.062135098209877,0.1069363796034668,-2.2355212035649226,-7.287319383535747,0.6308384383807606,-0.4607054896674088,-11.596481696085434,0.008481501320170023,-4.769867790585249,schlecht
Theater,Enge Freundin,Sophie,Miriam,2,-8.449320211165528,0.07090606975955477,-2.6463992375492102,-6.3647825225065775,0.5701467185557001,-0.5618615501251826,-10.174841167876215,0.012626971019242143,-4.371920187750658,-6.883275362026877,0.3394751977701819,-1.0803543895263035,-10.787151525802477,0.006845042895321137,-4.984230538987363,okay
Theater,Enge Freundin,Sophie,Luisa,3,-8.497167836324799,0.01006790614582886,-4.598402513847295,-4.335865251775068,0.6459068767489178,-0.43709993907529476,-5.109262742418017,0.29804898408135844,-1.210497429537549,-7.676145548854592,0.022882559869752933,-3.777380231939499,-7.66696190094499,0.02309367315414186,-3.7681965840698473,okay
Theater,Enge Freundin,Sophie,Luisa,4,-9.63767314595988,0.001942740930373967,-6.243655400859475,-5.806303904081409,0.08961019244945101,-2.412286209338725,-3.5021892043870544,0.8974736568404168,-0.10817151064889109,-9.732803654419872,0.0017664454696437056,-6.338785904182273,-8.081812784696643,0.009206964310114448,-4.68779508020856,großartig
Theater,Enge Freundin,Sophie,Katharina,5,-10.602603658133683,0.00033619269084643396,-7.997825780270128,-8.689275928852902,0.0022779067531616603,-6.084498304537817,-2.608081646815298,0.9967013860205167,-0.003304066299834282,-12.01613494839736,8.178985304273615e-05,-9.411356145337422,-10.018827625630246,0.0006027246824325973,-7.414049879301895,großartig
Theater,Entfernte Kollegin,Sophie,Miriam,1,-8.349558169320039,0.2149006029019811,-1.5375796693721315,-8.564214693083297,0.17338578543012037,-1.7522361930239727,-9.411741330545713,0.0742911956889923,-2.5997628297170823,-7.444049925565145,0.5314897182944355,-0.6320714258944187,-11.939254747404586,0.005932697684470714,-5.127276231066272,schlecht
Theater,Entfernte Kollegin,Katharina,Luisa,2,-8.525562028790313,0.03952799018491584,-3.2307462432159944,-5.630876956166339,0.7145793914267986,-0.3360611729819303,-9.05290171851906,0.023328349635249376,-3.7580859311879635,-6.850585993667971,0.2110267849601583,-1.5557702101496311,-9.75696986693294,0.01153748379287778,-4.462154075221072,okay
Theater,Entfernte Kollegin,Anna,Luisa,3,-8.94285835157884,0.018933523521402502,-3.966821191547458,-5.358000063325899,0.6825203683881667,-0.381962908429638,-6.485925856342327,0.22093456625640168,-1.5098887011399589,-8.491130290457894,0.029745032500419624,-3.515093132346243,-8.015376352693576,0.047866509333609635,-3.039339195854687,okay
Theater,Entfernte Kollegin,Miriam,Sophie,4,-10.87378993154065,0.001610093930471971,-6.431462697671356,-6.768666454745455,0.09765257200549611,-2.326339281960299,-4.57266168198628,0.8778017481429347,-0.13033451011124134,-10.311098835549139,0.002826342902015101,-5.868771628406611,-8.348902889681979,0.02010924301908225,-3.9065757129480234,großartig
Theater,Entfernte Kollegin,Sophie,Katharina,5,-10.203808890549116,0.0007085701757530962,-7.252261314263294,-8.363525339766296,0.004462804474563967,-5.4119778822023115,-2.958056583912216,0.9935119898634233,-0.006509148655012401,-11.707901845907744,0.00015745758922031656,-8.756353775659747,-9.71159166972235,0.0011591778970395333,-6.7600441482977685,großartig
Theater,Lockere Chefin,Luisa,Sophie,1,-7.971421431309559,0.22274276971246715,-1.5017376719123714,-8.190933084562529,0.17884257567259718,-1.7212493250551384,-10.184012727723577,0.02437178986114842,-3.714328964672233,-7.031567418202295,0.5701341133477675,-0.5618836590786582,-12.014221048429716,0.003908751406019632,-5.54453726389786,schlecht
Theater,Lockere Chefin,Luisa,Sophie,2,-8.297005375115456,0.0661871111243321,-2.7152695294911027,-6.0890927105058,0.6020848682848478,-0.5073568662262254,-10.308130090915283,0.008858354563421482,-4.72639423551302,-6.736222755600533,0.3152192307846067,-1.1544869111698084,-10.454728582393008,0.007650435242791886,-4.872992725208372,okay
Theater,Lockere Chefin,Luisa,Katharina,3,-8.64201662641249,0.024519603549198028,-3.7082823324331065,-5.250615781765315,0.7284170733602692,-0.31688149172701735,-6.848821993223972,0.14732891078448423,-1.9150877026442041,-7.931440018950285,0.04990142452438509,-2.9977057270453202,-7.93281239889178,0.049832987781663576,-2.9990781069840633,okay
Theater,Lockere Chefin,Anna,Katharina,4,-11.44714757366279,0.0011870074057665518,-6.736319840066636,-7.650940295731069,0.0528597739407611,-2.9401126444885866,-4.790071063095576,0.9238150277992265,-0.07924341363664435,-11.674668760817799,0.0009454579813996158,-6.9638410056982725,-8.564924594437125,0.02119273287284628,-3.8540969403678416,großartig
Theater,Lockere Chefin,Katharina,Miriam,5,-11.413943436036945,0.00017217776184869996,-8.666982534928078,-10.447027005511297,0.00045279698702355706,-7.700066464347856,-2.748616865342033,0.9983448262853023,-0.0016565449279283032,-12.265000054989532,7.351362941816127e-05,-9.518038374384545,-9.698996342974675,0.0009566853364073725,-6.9520359181331655,großartig
Theater,Gefürchtete Chefin,Luisa,Miriam,1,-8.538112593924506,0.15246327954129793,-1.8808315011664443,-8.886592228093322,0.10760252812003004,-2.2293111350618102,-10.605524595989532,0.019288552304663663,-3.948243498702944,-6.995328418842605,0.7131615354887119,-0.338047326600218,-11.552254993596252,0.007484104545296539,-4.8949738881324345,schlecht
Theater,Gefürchtete Chefin,Miriam,Anna,2,-8.787305397778928,0.045553076365851285,-3.0888771171430616,-6.3184846020920755,0.5379141394529307,-0.6200563234655473,-9.954185441809717,0.014182348324567988,-4.255757156318073,-6.663552599903736,0.3809358382946081,-0.9651243212005993,-9.54211073887186,0.02141459756204201,-3.843682455761524,okay
Theater,Gefürchtete Chefin,Anna,Miriam,3,-10.533462973392853,0.00817063706318695,-4.8072083850009655,-6.1205598272344,0.6741482403498491,-0.39430525093312535,-7.241494312410433,0.219755495172225,-1.5152397358024423,-9.186007139290671,0.031437539862286326,-3.4597525599568217,-8.436987058069361,0.06648808755245271,-2.710732480412393,okay
Theater,Gefürchtete Chefin,Miriam,Sophie,4,-11.938300772878646,0.0010539972454021442,-6.855165347459929,-7.253681198027699,0.11411530806988131,-2.1705458666095794,-5.246016304625725,0.849692317802482,-0.16288097396622142,-11.069338153322478,0.002513188978774653,-5.986202782990582,-8.505805984404653,0.03262518790345999,-3.4226706507977225,großartig
Theater,Gefürchtete Chefin,Luisa,Anna,5,-9.020088747195215,0.001876812262673372,-6.2781804929845775,-7.319293983080998,0.010281739901557603,-4.577385772426213,-2.7582671694859062,0.9837741126901627,-0.01635896845545208,-10.247742466263773,0.0005498669240234183,-7.5058340834728,-8.391922004321232,0.0035174682215828165,-5.650013774962889,großartig
Gitarre,Enge Freundin,Luisa,Anna,1,-7.60676530306252,0.12303557916147476,-2.0952817031495767,-6.21662761383572,0.49403742046420773,-0.7051440145331356,-10.022714161871887,0.010984934204153755,-4.511230553668339,-6.538671154884437,0.35801243598937904,-1.0271875555049463,-9.78522063904324,0.013929630180784768,-4.273737032764128,okay
