situation,relationship,personA,personB,adjective,response_text
Kuchen,Enge Freundin,Sophie,Katharina,okay,"Antwort:
3
Okay, let's try to figure this out. So, Sophie is Katharina's good friend. Sophie baked a cake,"
Kuchen,Enge Freundin,Katharina,Luisa,schlecht,"Antwort:
2
Okay, let's try to figure this out. So, the scenario is that Katharina baked a cake and Luisa tried"
Kuchen,Enge Freundin,Anna,Sophie,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Anna baked a cake and Sophie tried it. Then Sophie"
Kuchen,Enge Freundin,Sophie,Miriam,schlecht,"1

Okay, let's see. So the scenario is that Sophie made a cake and Miriam tried it. Then Sophie asked Miriam how"
Kuchen,Enge Freundin,Katharina,Sophie,schlecht,"2
Okay, let's try to figure this out. So, the scenario is that Katharina made a cake and Sophie tried it."
Kuchen,Enge Freundin,Katharina,Luisa,schlecht,"Antwort:
2
Okay, let's try to figure this out. So, the scenario is that Katharina baked a cake and Luisa tried"
Kuchen,Enge Freundin,Sophie,Luisa,schrecklich,"1
Okay, let's tackle this. So, the scenario is that Sophie made a cake and Luisa tried it. Then Sophie asked Luis"
Kuchen,Enge Freundin,Katharina,Sophie,schrecklich,"1

Okay, let's see. So the scenario is that Katharina made a cake and Sophie tried it. Then Katharina asked"
Kuchen,Enge Freundin,Luisa,Sophie,schrecklich,"1

Okay, let's see. So the scenario is that Luisa made a cake and Sophie tried it. Then Luisa asked Sophie how"
Kuchen,Enge Freundin,Miriam,Sophie,schrecklich,"1

Okay, let's see. So the scenario is that Miriam baked a cake and Sophie tried it. Then Miriam asks Sophie how"
Kuchen,Enge Freundin,Miriam,Sophie,schrecklich,"1

Okay, let's see. So the scenario is that Miriam baked a cake and Sophie tried it. Then Miriam asks Sophie how"
Kuchen,Entfernte Kollegin,Sophie,Miriam,großartig,"5
Die Antwort ist 5, weil Miriam den Kuchen sehr positiv bewertet hat, was auf eine hohe Zuf"
Kuchen,Entfernte Kollegin,Anna,Sophie,großartig,"5
Okay, let's see. So the scenario is that Anna baked a cake and Sophie tried it. Then Anna asked Sophie how she found"
Kuchen,Entfernte Kollegin,Luisa,Miriam,großartig,"5

Okay, let's tackle this. So, the scenario is that Luisa, who is a distant colleague of Miriam, baked a"
Kuchen,Entfernte Kollegin,Sophie,Anna,großartig,"5

Okay, let's tackle this. So, the scenario is that Sophie is a distant colleague of Anna. Sophie baked a cake, and"
Kuchen,Entfernte Kollegin,Katharina,Sophie,großartig,"Antwort:
4
Okay, let's try to figure this out. So, the scenario is that Katharina is Sophie's distant colleague. Kath"
Kuchen,Entfernte Kollegin,Anna,Luisa,gut,"Antwort:
3
Okay, let's try to figure this out. So, Anna baked a cake and Luisa tried it. Then Anna asked Luis"
Kuchen,Entfernte Kollegin,Anna,Katharina,gut,"Antwort:
3
Okay, let's try to figure this out. So, Anna baked a cake and gave it to Katharina, who tried"
Kuchen,Entfernte Kollegin,Anna,Miriam,gut,"3

Okay, let's see. So the scenario is that Anna baked a cake and Miriam tried it. Then Miriam says, """
Kuchen,Entfernte Kollegin,Miriam,Anna,gut,"4

Okay, let me try to figure this out. So, the scenario is that Miriam, who is a distant colleague of Anna,"
Kuchen,Entfernte Kollegin,Anna,Luisa,gut,"Antwort:
3
Okay, let's try to figure this out. So, Anna baked a cake and Luisa tried it. Then Anna asked Luis"
Kuchen,Entfernte Kollegin,Anna,Miriam,okay,"3

Okay, let's see. So the scenario is that Anna baked a cake and Miriam tried it. Then Miriam says ""Es"
Kuchen,Entfernte Kollegin,Miriam,Sophie,okay,"Antwort:
3
Okay, let's try to figure this out. So, the scenario is that Miriam is a distant colleague of Sophie. Mir"
Kuchen,Entfernte Kollegin,Sophie,Anna,okay,"3

Okay, let's see. So the scenario is that Sophie is a distant colleague of Anna. Sophie baked a cake, and Anna tried"
Kuchen,Entfernte Kollegin,Miriam,Luisa,okay,"Antwort:
3
Okay, let's try to figure this out. So, Miriam is a distant colleague of Luisa. Miriam baked a"
Kuchen,Entfernte Kollegin,Luisa,Miriam,okay,"3

Okay, let's see. The scenario is that Luisa, who is a distant colleague of Miriam, baked a cake, and"
Kuchen,Entfernte Kollegin,Katharina,Anna,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Katharina is a distant colleague of Anna. Kath"
Kuchen,Entfernte Kollegin,Sophie,Katharina,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Sophie is a distant colleague of Katharina. Sophie"
Kuchen,Entfernte Kollegin,Katharina,Sophie,schlecht,"1
Okay, let's try to figure this out. So, the scenario is that Katharina, who is a distant colleague of Sophie"
Kuchen,Entfernte Kollegin,Luisa,Anna,schlecht,"1

Okay, let's see. So the scenario is that Luisa, who is a distant colleague of Anna's, baked a cake,"
Kuchen,Entfernte Kollegin,Miriam,Sophie,schlecht,"1

Okay, let's see. So the scenario is that Miriam is Sophie's distant colleague. Miriam baked a cake, Sophie tried"
Kuchen,Entfernte Kollegin,Anna,Miriam,schrecklich,"1
Okay, let's see. So the scenario is that Anna baked a cake and Miriam tried it. Then Miriam says, """
Kuchen,Entfernte Kollegin,Katharina,Sophie,schrecklich,"Antwort:
1
Okay, let's try to figure this out. So, the scenario is that Katharina, who is a distant colleague of"
Kuchen,Entfernte Kollegin,Luisa,Katharina,schrecklich,"1
Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Katharina."
Kuchen,Entfernte Kollegin,Sophie,Luisa,schrecklich,"1
Okay, let's try to figure this out. So, the scenario is that Sophie is a distant colleague of Luisa. Sophie baked"
Kuchen,Entfernte Kollegin,Miriam,Anna,schrecklich,"1

Okay, let's tackle this. So, the scenario is that Miriam, who is a distant colleague of Anna, baked a cake"
Kuchen,Lockere Chefin,Katharina,Miriam,großartig,"5

Okay, let's tackle this. So the scenario is that Katharina, who is Miriam's boss, made a cake and"
Kuchen,Lockere Chefin,Sophie,Anna,großartig,"5

Okay, let's see. So the scenario is that Sophie is Anna's loose boss, which probably means she's in a position of"
Kuchen,Lockere Chefin,Miriam,Anna,großartig,"5

Okay, let's see. So the scenario is that Miriam, who is Anna's loose boss, baked a cake and Anna tried"
Kuchen,Lockere Chefin,Anna,Sophie,großartig,"5

Okay, let's tackle this. So, the scenario is that Anna is Sophie's loose (maybe ""loose"" here means informal"
Kuchen,Lockere Chefin,Katharina,Miriam,großartig,"5

Okay, let's tackle this. So the scenario is that Katharina, who is Miriam's boss, made a cake and"
Kuchen,Lockere Chefin,Sophie,Luisa,gut,"3

Okay, let's see. So the scenario is that Sophie is Luisa's loose (maybe that's a translation issue, like """
Kuchen,Lockere Chefin,Sophie,Anna,gut,"4

Okay, let's try to figure this out. So, Sophie is Anna's loose boss, which probably means she's in a position"
Kuchen,Lockere Chefin,Katharina,Luisa,gut,"4

Okay, let's tackle this. So, the scenario is that Katharina, who is Luisa's loose (maybe informal or"
Kuchen,Lockere Chefin,Miriam,Anna,gut,"4

Okay, let me try to figure this out. So, the scenario is that Miriam is Anna's loose boss, which might mean"
Kuchen,Lockere Chefin,Anna,Katharina,gut,"3

Okay, let's try to figure this out. So, the scenario is that Anna is Katharina's loose (maybe that's"
Kuchen,Lockere Chefin,Miriam,Anna,okay,"3

Okay, let's try to figure this out. So, the scenario is that Miriam, who is Anna's loose boss, baked"
Kuchen,Lockere Chefin,Sophie,Katharina,okay,"Sophie ist Katharinas Lockere Chefin.
Sophie hat einen Kuchen gebacken und Katharina probiert den Kuchen. An"
Kuchen,Lockere Chefin,Sophie,Luisa,okay,"Sophie ist Luisas Lockere Chefin.
Sophie hat einen Kuchen gebacken und Luisa probiert den Kuchen. Anschließ"
Kuchen,Lockere Chefin,Katharina,Miriam,okay,"Antwort:
3
Okay, let's try to figure this out. So, the scenario is that Katharina, who is Miriam's boss"
Kuchen,Lockere Chefin,Luisa,Katharina,okay,"3
Okay, let's try to figure this out. So, the scenario is that Luisa, who is Katharina's loose boss"
Kuchen,Lockere Chefin,Luisa,Miriam,schlecht,"2
Okay, let's try to figure this out. So, the scenario is that Luisa, who is Miriam's boss, made"
Kuchen,Lockere Chefin,Miriam,Sophie,schlecht,"2
Okay, let's try to figure this out. So, the scenario is that Miriam is Sophie's loose (maybe that's a"
Kuchen,Lockere Chefin,Anna,Luisa,schlecht,"Antwort:
2
Okay, let's try to figure this out. So, the scenario is that Anna is Luisa's loose (maybe that's"
Kuchen,Lockere Chefin,Anna,Miriam,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Anna is Miriam's locker boss, which I guess"
Kuchen,Lockere Chefin,Miriam,Luisa,schlecht,"2
Okay, let's try to figure this out. So, the scenario is that Miriam is Luisa's loose (maybe that's"
Kuchen,Lockere Chefin,Miriam,Sophie,schrecklich,"1

Okay, let's see. So the scenario is that Miriam, who is Sophie's loose (maybe that's a translation issue,"
Kuchen,Lockere Chefin,Miriam,Anna,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Miriam is Anna's loose boss. Miriam baked"
Kuchen,Lockere Chefin,Miriam,Katharina,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Miriam is Katharina's loose (maybe that"
Kuchen,Lockere Chefin,Miriam,Anna,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Miriam is Anna's loose boss. Miriam baked"
Kuchen,Lockere Chefin,Miriam,Anna,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Miriam is Anna's loose boss. Miriam baked"
Kuchen,Gefürchtete Chefin,Miriam,Luisa,großartig,"5

Okay, let's tackle this. So, the scenario is that Miriam is Luisa's feared boss. Miriam baked a cake"
Kuchen,Gefürchtete Chefin,Katharina,Miriam,großartig,"5

Okay, let's tackle this. So, the scenario is that Katharina, who is Miriam's feared boss, baked a"
Kuchen,Gefürchtete Chefin,Katharina,Luisa,großartig,"5

Okay, let's tackle this. So, the scenario is that Katharina, who is Luisa's feared boss, baked a"
Kuchen,Gefürchtete Chefin,Katharina,Miriam,großartig,"5

Okay, let's tackle this. So, the scenario is that Katharina, who is Miriam's feared boss, baked a"
Kuchen,Gefürchtete Chefin,Anna,Sophie,großartig,"5
Okay, let's try to figure this out. So, the scenario is that Anna is Sophie's feared boss. Anna baked a cake"
Kuchen,Gefürchtete Chefin,Anna,Luisa,gut,"2
Okay, let's try to figure this out. So, the scenario is that Anna is Luisa's feared boss. Anna baked a"
Kuchen,Gefürchtete Chefin,Anna,Luisa,gut,"2
Okay, let's try to figure this out. So, the scenario is that Anna is Luisa's feared boss. Anna baked a"
Kuchen,Gefürchtete Chefin,Sophie,Miriam,gut,"2
Okay, let's try to figure this out. So, the scenario is that Sophie is Miriam's feared boss. Sophie made a"
Kuchen,Gefürchtete Chefin,Katharina,Miriam,gut,"3

Okay, let's tackle this. So, the scenario is that Katharina, who is Miriam's feared boss, baked a"
Kuchen,Gefürchtete Chefin,Luisa,Sophie,gut,"2
Okay, let's try to figure this out. So, the scenario is that Luisa is Sophie's feared boss. Luisa made"
Kuchen,Gefürchtete Chefin,Luisa,Katharina,okay,"3
Okay, let's try to figure this out. So, the scenario is that Luisa is Katharina's feared boss. Luis"
Kuchen,Gefürchtete Chefin,Luisa,Anna,okay,"2
Okay, let's try to figure this out. So, the scenario is that Luisa is Anna's feared boss. Luisa made"
Kuchen,Gefürchtete Chefin,Anna,Luisa,okay,"2
Okay, let's try to figure this out. So, the scenario is that Anna is Luisa's feared boss. Anna baked a"
Kuchen,Gefürchtete Chefin,Anna,Miriam,okay,"2

Okay, let's tackle this. So, the scenario is that Anna is Miriam's feared boss. Anna baked a cake, and"
Kuchen,Gefürchtete Chefin,Sophie,Luisa,okay,"Sophie ist Luisas Gefürchtete Chefin.
Sophie hat einen Kuchen gebacken und Luisa probiert den Kuchen. An"
Kuchen,Gefürchtete Chefin,Miriam,Luisa,schlecht,"2
Okay, let's try to figure this out. So, the scenario is that Miriam is Luisa's feared boss. Miriam"
Kuchen,Gefürchtete Chefin,Katharina,Miriam,schlecht,"2
Okay, let's try to figure this out. So, the scenario is that Katharina is Miriam's feared boss. Kath"
Kuchen,Gefürchtete Chefin,Miriam,Katharina,schlecht,"2
Okay, let's try to figure this out. So, the scenario is that Miriam is Katharina's feared boss. Mir"
Kuchen,Gefürchtete Chefin,Anna,Miriam,schlecht,"1

Okay, let's tackle this. So, the scenario is that Anna is Miriam's feared boss. Anna baked a cake, and"
Kuchen,Gefürchtete Chefin,Miriam,Sophie,schlecht,"2
Okay, let's try to figure this out. So, the scenario is that Miriam is Sophie's feared boss. Miriam made"
Kuchen,Gefürchtete Chefin,Sophie,Katharina,schrecklich,"1

Okay, let's tackle this. So, the scenario is that Sophie is Katharina's feared boss. Sophie baked a cake,"
Kuchen,Gefürchtete Chefin,Luisa,Anna,schrecklich,"1
Okay, let's try to figure this out. So, the scenario is that Luisa is Anna's feared boss. Luisa made"
Kuchen,Gefürchtete Chefin,Katharina,Luisa,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Katharina is Luisa's feared boss. Kath"
Kuchen,Gefürchtete Chefin,Sophie,Katharina,schrecklich,"1

Okay, let's tackle this. So, the scenario is that Sophie is Katharina's feared boss. Sophie baked a cake,"
Kuchen,Gefürchtete Chefin,Sophie,Katharina,schrecklich,"1

Okay, let's tackle this. So, the scenario is that Sophie is Katharina's feared boss. Sophie baked a cake,"
Lied,Enge Freundin,Sophie,Miriam,großartig,"5
Okay, let's see. So the scenario is that Sophie wrote a song and performed it for Miriam. Then Miriam says,"
Lied,Enge Freundin,Luisa,Sophie,großartig,"5
Okay, let's see. So the scenario is that Luisa wrote a song and performed it for Sophie. Then Luisa asks Sophie"
Lied,Enge Freundin,Katharina,Luisa,großartig,"5

Okay, let's tackle this. So, the scenario is that Katharina wrote a song and performed it for her friend Luisa"
Lied,Enge Freundin,Katharina,Anna,großartig,"Antwort:
5
Okay, let's tackle this. So, the scenario is that Katharina is Anna's close friend. Katharina wrote"
Lied,Enge Freundin,Miriam,Sophie,großartig,"5

Okay, let's see. So the scenario is that Miriam wrote a song and performed it for Sophie. Then Miriam asks Sophie"
Lied,Enge Freundin,Anna,Luisa,gut,"4

Okay, let's tackle this. So, the scenario is that Anna wrote a song and performed it for her friend Luisa. Then"
Lied,Enge Freundin,Luisa,Anna,gut,"4

Okay, let's see. So the scenario is that Luisa is Anna's close friend. Luisa wrote a song and performed it"
Lied,Enge Freundin,Luisa,Sophie,gut,"4

Okay, let's try to figure this out. So, the scenario is that Luisa is Sophie's close friend. Luisa wrote"
Lied,Enge Freundin,Anna,Luisa,gut,"4

Okay, let's tackle this. So, the scenario is that Anna wrote a song and performed it for her friend Luisa. Then"
Lied,Enge Freundin,Sophie,Luisa,gut,"4

Okay, let's try to figure this out. So, Sophie is Luisa's good friend. Sophie wrote a song and performed it"
Lied,Enge Freundin,Katharina,Luisa,okay,"Antwort:
3
Okay, let's try to figure this out. So, the scenario is that Katharina wrote a song and performed it for"
Lied,Enge Freundin,Miriam,Luisa,okay,"Antwort:
3
Okay, let's try to figure this out. So, Miriam is Luisa's good friend. Miriam wrote a song"
Lied,Enge Freundin,Anna,Katharina,okay,"3
Okay, let's try to figure this out. So, Anna wrote a song and performed it for her friend Katharina. Then"
Lied,Enge Freundin,Luisa,Sophie,okay,"3
Okay, let's try to figure this out. So, the scenario is that Luisa is Sophie's good friend. Luisa wrote"
Lied,Enge Freundin,Anna,Luisa,okay,"3

Okay, let's see. So the scenario is that Anna wrote a song and performed it for her friend Luisa. Then Luisa"
Lied,Enge Freundin,Katharina,Luisa,schlecht,"1

Okay, let's tackle this. So, the scenario is that Katharina wrote a song and performed it for her friend Luisa"
Lied,Enge Freundin,Anna,Miriam,schlecht,"1

Okay, let's try to figure this out. So, Anna is Miriam's close friend. Anna wrote a song and performed it"
Lied,Enge Freundin,Miriam,Katharina,schlecht,"1

Okay, let's try to figure this out. So, Miriam wrote a song and performed it for her friend Katharina."
Lied,Enge Freundin,Luisa,Miriam,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Luisa is Miriam's close friend. Luisa"
Lied,Enge Freundin,Sophie,Luisa,schlecht,"1
Okay, let's try to figure this out. So, Sophie is Luisa's close friend. Sophie wrote a song and performed it"
Lied,Enge Freundin,Luisa,Sophie,schrecklich,"1

Okay, let's see. So the scenario is that Luisa wrote a song and performed it for Sophie. Then Luisa asks Sophie"
Lied,Enge Freundin,Luisa,Miriam,schrecklich,"1
Okay, let's try to figure this out. So, the scenario is that Luisa is Miriam's close friend. Luisa"
Lied,Enge Freundin,Miriam,Anna,schrecklich,"1

Okay, let's try to figure this out. So, Miriam is Anna's close friend. Miriam wrote a song and performed"
Lied,Enge Freundin,Katharina,Anna,schrecklich,"1

Okay, let me try to figure this out. So, the scenario is that Katharina wrote a song and performed it for Anna"
Lied,Enge Freundin,Miriam,Luisa,schrecklich,"1

Okay, let's see. So the scenario is that Miriam wrote a song and performed it for her friend Luisa. Then Mir"
Lied,Entfernte Kollegin,Katharina,Sophie,großartig,"5

Okay, let's tackle this. So, the scenario is that Katharina is Sophie's distant colleague. Katharina wrote a"
Lied,Entfernte Kollegin,Katharina,Miriam,großartig,"5

Okay, let's tackle this. So, the scenario is that Katharina is a distant colleague of Miriam. Katharina"
Lied,Entfernte Kollegin,Sophie,Anna,großartig,"5

Okay, let's tackle this. So, the scenario is that Sophie is a distant colleague of Anna. Sophie wrote a song and performed"
Lied,Entfernte Kollegin,Luisa,Miriam,großartig,"5
Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Miriam. Luis"
Lied,Entfernte Kollegin,Katharina,Sophie,großartig,"5

Okay, let's tackle this. So, the scenario is that Katharina is Sophie's distant colleague. Katharina wrote a"
Lied,Entfernte Kollegin,Katharina,Luisa,gut,"Antwort:
3
Okay, let's try to figure this out. So, the scenario is that Katharina is a distant colleague of Luisa"
Lied,Entfernte Kollegin,Miriam,Sophie,gut,"4

Okay, let's try to figure this out. So, Miriam is a distant colleague of Sophie. Miriam wrote a song and"
Lied,Entfernte Kollegin,Luisa,Sophie,gut,"4

Okay, let's tackle this. So, the scenario is that Luisa is a distant colleague of Sophie. Luisa wrote a song"
Lied,Entfernte Kollegin,Luisa,Sophie,gut,"4

Okay, let's tackle this. So, the scenario is that Luisa is a distant colleague of Sophie. Luisa wrote a song"
Lied,Entfernte Kollegin,Anna,Luisa,gut,"4

Okay, let's try to figure this out. So, Anna wrote a song and performed it for Luisa. Then Luisa says"
Lied,Entfernte Kollegin,Luisa,Sophie,okay,"3
Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Sophie. Luisa"
Lied,Entfernte Kollegin,Miriam,Sophie,okay,"3

Okay, let's see. So the scenario is that Miriam is a distant colleague of Sophie. Miriam wrote a song and performed"
Lied,Entfernte Kollegin,Katharina,Sophie,okay,"3
Okay, let's tackle this. So, the scenario is that Katharina wrote a song and performed it for Sophie. Then Sophie"
Lied,Entfernte Kollegin,Luisa,Miriam,okay,"3
Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Miriam. Luis"
Lied,Entfernte Kollegin,Luisa,Anna,okay,"Antwort:
3
Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Anna. Luis"
Lied,Entfernte Kollegin,Luisa,Anna,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Anna. Luisa"
Lied,Entfernte Kollegin,Luisa,Miriam,schlecht,"1
Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Miriam. Luis"
Lied,Entfernte Kollegin,Anna,Katharina,schlecht,"1

Okay, let's try to figure this out. So, Anna wrote a song and performed it for Katharina. Then Kathar"
Lied,Entfernte Kollegin,Sophie,Katharina,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Sophie wrote a song and performed it for Katharina"
Lied,Entfernte Kollegin,Luisa,Katharina,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Katharina."
Lied,Entfernte Kollegin,Luisa,Miriam,schrecklich,"1
Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Miriam. Luis"
Lied,Entfernte Kollegin,Anna,Luisa,schrecklich,"Antwort:
1
Okay, let's try to figure this out. So, Anna wrote a song and performed it for Luisa. Then Luisa"
Lied,Entfernte Kollegin,Luisa,Miriam,schrecklich,"1
Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Miriam. Luis"
Lied,Entfernte Kollegin,Luisa,Miriam,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Luisa is a distant colleague of Miriam. Luis"
Lied,Entfernte Kollegin,Anna,Miriam,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Anna wrote a song and performed it for Miriam."
Lied,Lockere Chefin,Anna,Katharina,großartig,"5
Okay, let's try to figure this out. So, the scenario is that Anna is Katharina's loose (maybe that's"
Lied,Lockere Chefin,Luisa,Katharina,großartig,"5

Okay, let's tackle this. So, the scenario is that Luisa is Katharina's loose boss. Luisa wrote a"
Lied,Lockere Chefin,Luisa,Anna,großartig,"Antwort:
5
Okay, let's try to figure this out. So, the scenario is that Luisa is Anna's loose boss, which might"
Lied,Lockere Chefin,Sophie,Luisa,großartig,"5
Okay, let's see. So the scenario is that Sophie is Luisa's loose boss. Sophie wrote a song and performed it for"
Lied,Lockere Chefin,Miriam,Sophie,großartig,"5

Okay, let's see. The scenario is about Sophie and Miriam. Miriam is Sophie's loose boss, which might mean she"
Lied,Lockere Chefin,Anna,Miriam,gut,"4

Okay, let's try to figure this out. So, the scenario is that Anna is Miriam's locker boss, which I think"
Lied,Lockere Chefin,Luisa,Katharina,gut,"Antwort:
3
Okay, let's try to figure this out. So, the scenario is that Luisa is Katharina's loose boss,"
Lied,Lockere Chefin,Anna,Katharina,gut,"4

Okay, let's try to figure this out. So, the scenario is that Anna is Katharina's loose (maybe that's"
Lied,Lockere Chefin,Miriam,Katharina,gut,"4

Okay, let me try to figure this out. So, the scenario is that Miriam is Katharina's loose boss, which"
Lied,Lockere Chefin,Luisa,Katharina,gut,"Antwort:
3
Okay, let's try to figure this out. So, the scenario is that Luisa is Katharina's loose boss,"
Lied,Lockere Chefin,Luisa,Miriam,okay,"3
Okay, let's try to figure this out. So, the scenario is that Luisa is Miriam's boss, and she wrote"
Lied,Lockere Chefin,Luisa,Sophie,okay,"3

Okay, let's see. So the scenario is that Luisa is Sophie's loose boss, which might mean she's not too strict"
Lied,Lockere Chefin,Sophie,Anna,okay,Sophie ist Annas Lockere Chefin. Sophie hat ein Lied geschrieben und hat es Anna vorgetragen. Anschließend fragt
Lied,Lockere Chefin,Miriam,Sophie,okay,"3

Okay, let's see. The scenario is about Sophie and Miriam. Miriam is Sophie's loose boss, which might mean she"
Lied,Lockere Chefin,Miriam,Anna,okay,"2
Okay, let's try to figure this out. So, the scenario is that Miriam is Anna's loose boss, which might mean"
Lied,Lockere Chefin,Miriam,Sophie,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Miriam is Sophie's loose boss, which might mean"
Lied,Lockere Chefin,Anna,Luisa,schlecht,"1

Okay, let's try to figure this out. So, the scenario is that Anna is Luisa's loose (maybe that's a"
Lied,Lockere Chefin,Katharina,Sophie,schlecht,"1
Okay, let's try to figure this out. So, the scenario is that Katharina is Sophie's loose boss. Kathar"
Lied,Lockere Chefin,Luisa,Sophie,schlecht,"1
Okay, let's try to figure this out. So, the scenario is that Luisa is Sophie's loose boss, which might mean"
Lied,Lockere Chefin,Luisa,Sophie,schlecht,"1
Okay, let's try to figure this out. So, the scenario is that Luisa is Sophie's loose boss, which might mean"
Lied,Lockere Chefin,Miriam,Luisa,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Miriam is Luisa's loose boss. Miriam"
Lied,Lockere Chefin,Miriam,Anna,schrecklich,"1

Okay, let me try to figure this out. So, the scenario is that Miriam is Anna's loose boss, which might mean"
Lied,Lockere Chefin,Sophie,Katharina,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Sophie is Katharina's loose boss. Sophie wrote"
Lied,Lockere Chefin,Miriam,Anna,schrecklich,"1

Okay, let's try to figure this out. So, the scenario is that Miriam is Anna's loose boss, which might mean"
Lied,Lockere Chefin,Luisa,Katharina,schrecklich,"1
Okay, let's try to figure this out. So, the scenario is that Luisa is Katharina's loose boss, which"
Lied,Gefürchtete Chefin,Sophie,Luisa,großartig,"5
Die Antwort ist 5, weil Luisa, als Gefürchtete Chefin, möglicherweise aus Höflichkeit oder"
Lied,Gefürchtete Chefin,Luisa,Sophie,großartig,"5
Okay, let's try to figure this out. So, the scenario is that Luisa is Sophie's feared boss. Luisa wrote"
Lied,Gefürchtete Chefin,Anna,Katharina,großartig,"5

Okay, let's tackle this. So, the scenario is that Anna is Katharina's feared boss. Anna wrote a song and"
Lied,Gefürchtete Chefin,Luisa,Miriam,großartig,"5
Okay, let's try to figure this out. So, the scenario is that Miriam is afraid of her boss, Luisa."
Lied,Gefürchtete Chefin,Luisa,Miriam,großartig,"5
Okay, let's try to figure this out. So, the scenario is that Miriam is afraid of her boss, Luisa."
Lied,Gefürchtete Chefin,Luisa,Katharina,gut,"Antwort:
3
Okay, let's try to figure this out. So, the scenario is that Luisa is Katharina's feared boss."
Lied,Gefürchtete Chefin,Katharina,Miriam,gut,"2

Okay, let's try to figure this out. So, the scenario is that Katharina is Miriam's feared boss. Kath"
Lied,Gefürchtete Chefin,Katharina,Anna,gut,"Antwort:
2
Okay, let's try to figure this out. So, the scenario is that Katharina is Anna's feared boss. Kath"
Lied,Gefürchtete Chefin,Katharina,Miriam,gut,"2

Okay, let's try to figure this out. So, the scenario is that Katharina is Miriam's feared boss. Kath"
